month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep_m,act_dep_m,sch_arr_m,temp,dew,hum,wind,w_spd,gust,pres,sch_dep,sch_arr
1,22,3,0,36,-5,187,740,970,965,1097,35,19,52,17,9,0,30.42,28,30
11,11,1,4,59,9,329,1990,1167,1176,1376,56,54,93,9,13,0,29.89,39,27
12,17,2,0,63,-3,97,209,1018,1015,1115,34,34,10,7,12,0,29.69,32,30
11,16,6,3,20,-4,188,1069,590,586,778,37,5,26,5,22,35,30.46,39,18
12,21,6,4,56,46,406,2586,420,466,646,24,17,75,6,5,0,30.64,36,34
12,8,7,4,28,-4,390,2475,485,481,695,31,23,72,1,5,0,30.56,50,16
11,15,5,6,14,10,141,589,995,1005,1136,47,28,48,17,10,0,30.14,31,35
12,2,1,0,11,0,122,425,491,491,613,37,37,10,4,15,0,29.51,51,19
1,29,3,3,20,-3,195,1069,480,477,675,34,19,54,4,15,0,30.07,37,36
11,30,6,3,34,18,392,2576,1139,1157,1351,37,16,42,4,6,0,30.02,46,36
1,28,2,3,20,2,197,1069,861,863,1058,42,26,53,8,22,0,29.8,25,39
1,27,1,4,1,-1,164,760,1129,1128,1293,44,27,51,16,12,0,29.71,39,36
1,16,4,1,28,-2,387,2475,660,658,867,49,29,46,8,22,30,29.88,20,21
11,24,7,1,42,-1,350,2153,420,419,650,48,48,10,5,14,0,29.3,19,19
11,24,7,2,56,-4,407,2586,420,416,647,48,48,10,5,14,0,29.3,19,19
12,13,5,4,57,-3,403,2569,485,482,708,40,35,83,1,3,0,30.42,52,19
1,26,7,8,13,-7,121,483,933,926,1054,45,30,56,15,13,0,29.76,29,39
11,14,4,0,50,-6,91,264,965,959,1056,44,26,49,13,12,0,30.32,30,37
12,20,5,4,59,32,337,1990,952,984,1169,32,16,52,7,9,0,30.58,28,35
1,6,1,4,12,-8,123,541,710,702,833,42,31,65,15,17,0,29.95,32,20
11,27,3,2,56,-2,407,2586,570,568,797,53,51,93,10,10,0,29.92,39,20
1,19,7,6,48,-9,91,288,695,686,786,45,30,56,16,21,29,29.74,24,15
11,7,4,3,64,-1,179,1005,1305,1304,44,47,46,97,7,14,0,29.99,33,34
12,9,1,3,28,-6,374,2475,1360,1354,114,52,52,10,13,10,0,29.77,27,32
1,23,4,4,4,-5,82,187,1033,1028,1115,40,25,55,9,5,0,30.36,31,27
1,13,1,0,63,-4,80,209,662,658,742,47,44,90,1,7,0,30.38,20,22
11,2,6,3,39,23,183,1028,1243,1266,1426,48,42,80,6,3,0,30.05,28,22
1,25,6,0,22,-3,84,228,825,822,909,47,47,10,1,29,38,29.76,28,34
1,20,1,4,20,22,198,1069,1174,1196,1372,28,0,30,7,16,0,30.36,40,34
12,26,4,3,28,-5,385,2475,749,744,954,46,37,71,4,6,0,30.31,19,24
1,31,5,3,50,-11,83,264,1370,1359,13,40,38,93,5,7,0,30.2,20,32
11,11,1,0,63,-13,80,209,660,647,740,57,46,67,14,5,0,30.08,18,23
1,5,7,3,47,10,109,427,480,490,589,38,25,60,8,23,41,29.81,55,19
11,21,4,3,16,1,275,1626,1214,1215,1369,49,38,66,12,10,0,30.08,30,41
1,5,7,1,17,-3,253,1391,390,387,583,38,23,55,8,30,47,29.7,22,21
1,31,5,3,58,-6,233,1598,820,814,1113,43,34,71,11,8,0,30.3,31,35
1,8,3,4,1,-5,160,760,990,985,1150,36,16,44,16,28,35,30.08,29,30
1,27,1,4,59,-6,335,1990,410,404,625,38,30,73,17,15,0,29.71,18,22
12,12,4,1,31,0,194,1089,375,375,569,27,15,61,4,9,0,30.67,21,19
12,5,4,6,37,-7,91,290,930,923,1021,41,25,53,16,24,31,29.87,31,36
11,19,2,4,59,-5,329,1990,1167,1162,1376,45,35,68,4,6,0,29.87,38,29
1,17,5,3,56,-3,414,2586,552,549,786,24,3,40,7,25,31,30.63,40,16
11,8,5,4,30,-4,170,944,685,681,855,40,18,41,16,22,33,30.14,30,21
12,9,1,3,28,-7,374,2475,630,623,824,53,53,10,9,22,0,30.04,19,23
12,12,4,3,7,-6,83,301,876,870,959,35,8,33,0,0,0,30.7,28,35
11,16,6,4,30,-1,174,944,485,484,659,36,5,27,5,24,35,30.45,51,17
12,20,5,4,16,-2,292,1626,485,483,657,26,12,55,8,13,0,30.53,55,19
11,7,4,1,31,-5,192,1089,749,744,941,57,43,59,13,13,20,30.07,22,26
11,25,1,7,7,-11,101,301,1334,1323,1435,44,41,89,13,12,0,29.94,21,28
1,16,4,0,6,-3,92,266,1325,1322,1417,36,19,50,8,21,37,30.14,18,31
11,24,7,1,56,-3,401,2586,420,417,641,48,48,10,5,14,0,29.3,19,19
12,31,2,1,31,3,199,1089,885,888,1084,42,39,89,13,12,0,29.61,24,38
12,13,5,6,11,-9,117,425,629,620,746,49,46,90,10,9,0,30.37,18,22
1,28,2,3,38,-11,57,150,1370,1359,1427,38,26,62,7,13,0,29.92,17,30
11,27,3,4,31,-3,194,1089,1165,1162,1359,54,51,90,17,13,0,29.57,42,34
12,5,4,4,64,-4,193,1005,945,941,1138,41,25,53,16,24,31,29.87,31,36
1,24,5,4,12,-6,130,541,488,482,618,38,34,86,2,5,0,30.38,47,18
11,14,4,0,9,-3,81,184,1055,1052,1136,44,27,51,12,13,0,30.33,33,28
12,1,7,4,56,4,397,2586,420,424,637,31,18,59,2,14,0,29.98,41,35
11,21,4,3,56,-1,397,2586,562,561,779,46,33,61,7,9,0,30.2,39,21
1,6,1,0,36,-6,182,740,1217,1211,1339,41,33,73,13,14,0,30.02,34,41
12,14,6,4,28,0,391,2475,929,929,1140,52,52,10,9,23,0,29.2,28,40
12,15,7,4,53,5,271,1587,1110,1115,1321,41,24,51,15,18,0,30.05,39,36
11,18,1,3,51,-5,193,1074,449,444,642,39,39,10,6,13,0,29.87,35,29
1,6,1,1,28,-6,400,2475,1110,1104,1330,40,30,68,13,10,0,30.01,38,36
1,6,1,0,11,-4,124,425,895,891,1019,45,26,48,16,22,0,29.97,26,42
1,4,6,3,27,-7,367,2248,1170,1163,1357,50,47,89,7,13,0,29.52,41,32
11,11,1,3,38,124,59,150,1370,54,1429,56,53,90,9,13,0,29.78,11,11
12,8,7,3,4,1,70,187,677,678,747,39,25,57,9,13,0,30.5,32,22
11,5,2,3,26,-10,153,828,451,441,604,57,53,87,9,6,0,30.22,36,28
1,5,7,4,27,-2,371,2248,545,543,736,39,23,53,16,23,39,29.83,39,17
12,27,5,4,64,-4,186,1005,897,893,1083,49,46,90,9,6,0,30.13,27,42
1,24,5,1,12,-5,131,541,1148,1143,1279,40,35,83,2,9,0,30.31,40,31
12,28,6,3,39,8,182,1028,1025,1033,1207,46,33,61,4,7,0,30.21,29,38
1,15,3,1,42,1,361,2153,653,654,894,50,32,50,16,9,0,30.17,17,21
1,27,1,0,50,-5,94,264,480,475,574,40,31,70,15,17,0,29.72,41,35
11,30,6,4,28,35,382,2475,1015,1050,1217,39,14,36,4,3,0,30.02,30,31
1,31,5,0,11,-5,120,425,788,783,908,43,34,71,11,8,0,30.3,31,35
12,6,5,3,28,-10,376,2475,569,559,765,41,30,65,13,10,0,30.13,32,19
1,22,3,4,40,-4,390,2454,480,476,690,29,19,67,2,3,0,30.49,39,36
11,9,6,4,1,0,150,760,510,510,660,34,21,59,14,3,0,30.38,51,17
12,3,2,3,6,25,71,266,759,784,830,38,23,55,8,25,33,29.5,28,42
12,14,6,3,30,0,174,944,415,415,589,52,52,10,9,10,0,29.48,20,20
1,20,1,1,4,-4,75,187,1390,1386,25,24,1,37,7,12,0,30.39,17,22
12,5,4,4,59,-4,334,1990,656,652,870,44,23,43,16,25,35,29.79,20,22
1,14,2,3,20,-4,198,1069,680,676,878,44,35,71,1,9,0,30.27,27,16
12,22,7,4,2,34,277,1521,540,574,757,36,27,70,17,9,0,30.37,43,19
1,26,7,3,64,0,187,1005,445,445,632,38,36,93,17,12,0,29.83,37,35
1,4,6,3,51,50,199,1074,630,680,829,48,48,10,13,8,0,29.63,32,17
11,19,2,6,37,-10,86,290,485,475,571,44,43,96,15,9,0,29.79,36,29
1,20,1,8,24,-7,143,665,930,923,1073,32,1,27,7,14,0,30.28,30,38
1,28,2,3,63,4,77,209,465,469,542,39,27,62,8,21,25,29.8,37,37
1,21,2,3,28,28,390,2475,860,888,1070,34,8,34,4,13,0,30.4,25,39
1,14,2,3,28,-1,393,2475,1169,1168,1382,43,43,10,1,5,0,30.15,36,32
1,31,5,8,4,-9,84,187,1290,1281,1374,40,38,93,0,0,0,30.22,30,29
12,28,6,4,30,-4,181,944,695,691,876,50,37,61,8,13,0,30.19,32,18
1,18,6,3,1,9,163,760,447,456,610,21,6,53,6,5,0,30.59,35,28
12,30,1,8,50,19,103,264,1280,1299,1383,39,38,96,4,18,0,29.77,32,29
12,28,6,4,20,-3,193,1069,685,682,878,50,37,61,8,13,0,30.19,32,18
1,10,5,6,37,-3,93,290,935,932,1028,49,42,77,12,7,0,30.46,30,38
1,30,4,4,56,-4,415,2586,955,951,1190,34,25,70,10,7,0,30.33,29,39
11,7,4,3,47,-4,105,427,1026,1022,1131,57,48,72,15,12,0,30.0,34,27
11,19,2,3,20,-14,198,1069,1203,1189,1401,45,35,68,4,6,0,29.87,38,29
12,6,5,0,18,-3,144,509,556,553,700,41,30,65,13,10,0,30.13,32,19
1,13,1,4,12,-6,123,541,710,704,833,47,44,90,1,7,0,30.38,29,17
1,22,3,4,26,-5,169,828,450,445,619,26,18,71,4,5,0,30.48,39,36
1,17,5,0,15,0,105,213,938,938,1043,29,-2,26,8,17,0,30.63,30,39
1,9,4,8,13,-7,123,483,586,579,709,28,8,43,8,9,0,30.74,37,18
11,8,5,3,28,-2,379,2475,515,513,714,35,24,64,8,21,29,30.14,52,21
11,17,7,3,59,8,321,1990,505,513,706,37,26,65,5,18,0,30.36,50,18
12,6,5,0,63,-8,92,209,660,652,752,45,30,57,12,14,0,30.04,18,21
1,16,4,4,1,3,157,760,700,703,857,49,29,46,8,22,30,29.88,28,18
1,8,3,4,32,-3,206,1029,475,472,621,35,30,82,15,14,0,29.92,40,37
11,28,4,1,42,-4,350,2153,420,416,650,47,33,59,8,21,31,29.76,19,18
1,19,7,3,56,-5,414,2586,930,925,1164,41,21,45,8,20,25,29.78,27,35
11,28,4,4,27,0,356,2248,1049,1049,1225,43,30,60,7,24,30,30.03,21,24
11,15,5,1,12,-6,134,541,380,374,514,38,29,70,17,7,0,30.25,17,19
12,25,3,0,3,-1,172,765,1125,1124,1237,37,35,93,0,0,0,30.18,35,30
1,8,3,3,30,27,188,944,960,987,1148,36,16,44,16,28,35,30.08,29,30
12,4,3,0,3,-4,173,765,517,513,630,37,30,76,15,15,0,29.6,50,20
11,29,5,3,59,-4,327,1990,1182,1178,1389,37,24,59,4,14,0,30.13,40,24
1,8,3,4,58,-4,234,1598,900,896,1194,43,14,31,7,25,38,30.02,27,39
12,1,7,3,7,-9,84,301,480,471,564,32,20,61,2,13,0,29.95,41,35
1,14,2,4,58,-5,230,1598,480,475,770,40,39,97,0,0,0,30.36,39,36
1,4,6,3,40,3,384,2454,1290,1293,54,47,42,83,8,18,26,29.53,30,27
12,1,7,3,52,-8,365,2446,990,982,1175,37,37,10,2,17,25,29.65,33,37
1,16,4,8,13,-7,127,483,899,892,1026,42,30,62,8,23,35,29.95,27,38
11,21,4,3,56,11,393,2586,659,670,872,50,33,52,8,8,0,30.16,28,21
11,10,7,3,54,-7,141,718,888,881,1029,50,35,57,13,7,0,30.01,30,33
1,15,3,4,32,-5,212,1029,1163,1158,1315,42,34,73,17,8,0,30.14,38,34
12,11,3,4,15,-5,96,213,1275,1270,1371,34,17,50,16,23,32,30.39,25,29
11,19,2,0,46,-1,85,273,1008,1007,1093,46,37,71,4,10,0,29.81,32,35
1,30,4,1,17,-9,254,1391,390,381,584,26,16,66,4,10,0,30.25,19,20
11,23,6,3,38,-6,59,150,1370,1364,1429,43,35,74,0,0,0,29.78,18,29
1,10,5,8,4,-5,84,187,1290,1285,1374,46,44,93,9,3,0,30.45,34,34
11,23,6,3,20,8,187,1069,990,998,1177,41,28,60,13,7,0,29.9,31,32
1,27,1,1,52,42,394,2446,1200,1242,1414,43,28,56,16,14,0,29.73,29,36
12,28,6,0,48,-8,105,288,880,872,985,51,33,50,15,8,0,30.19,27,40
1,6,1,2,57,131,402,2569,575,706,797,42,31,65,15,17,0,29.95,32,20
11,10,7,7,36,0,174,740,420,420,534,44,33,65,12,10,0,30.13,34,29
11,21,4,4,4,0,80,187,420,420,500,39,33,79,6,3,0,30.2,41,31
11,1,5,3,55,-8,382,2422,1077,1069,1279,52,30,43,8,16,0,30.17,26,30
1,11,6,2,28,-5,401,2475,690,685,911,54,51,90,9,21,0,30.23,30,17
12,19,4,4,23,-3,270,1417,480,477,690,19,5,54,16,23,32,30.32,39,35
11,22,5,4,58,-2,234,1598,485,483,779,50,42,74,12,9,0,29.78,53,20
11,17,7,7,7,-2,90,301,810,808,900,42,32,67,6,24,31,30.22,27,42
1,7,2,1,31,8,196,1089,665,673,861,43,23,45,0,0,0,30.04,29,19
11,8,5,3,56,-6,390,2586,1309,1303,79,32,15,50,7,17,22,30.31,32,33
11,14,4,3,29,-10,368,2465,359,349,547,25,15,66,5,6,0,30.43,10,22
11,13,3,4,58,3,234,1598,1139,1142,1433,30,6,36,4,8,0,30.42,39,29
12,17,2,3,57,-6,392,2569,1109,1103,1321,34,34,10,7,12,0,29.71,38,36
1,11,6,1,4,-6,76,187,565,559,641,52,51,97,9,21,0,30.3,44,13
1,28,2,4,55,-4,389,2422,957,953,1166,41,25,53,8,18,0,29.83,30,38
12,23,1,3,28,-5,390,2475,1050,1045,1260,44,34,68,13,13,0,30.0,31,36
11,25,1,3,20,-2,187,1069,480,478,667,45,35,68,15,8,0,29.81,34,29
1,26,7,3,36,-6,168,740,480,474,588,40,35,83,15,13,0,29.83,37,35
12,10,2,3,26,-7,153,828,469,462,622,52,52,10,12,7,0,29.79,37,33
12,15,7,1,12,-6,128,541,811,805,939,49,27,43,15,23,36,29.83,28,43
1,2,4,4,59,-2,339,1990,1035,1033,1254,44,42,93,9,13,0,29.9,30,34
1,12,7,3,35,-3,390,2429,1065,1062,1275,59,38,46,16,16,24,30.21,28,29
1,17,5,3,63,-7,80,209,1110,1103,1190,27,-3,27,8,21,0,30.67,41,37
12,31,2,3,28,-2,390,2475,880,878,1090,42,39,89,13,12,0,29.61,24,38
11,18,1,4,31,-9,194,1089,1165,1156,1359,40,40,10,7,9,18,29.72,38,27
12,23,1,3,60,-1,394,2521,1020,1019,1234,44,34,68,13,13,0,30.0,29,32
11,4,1,3,30,-9,175,944,660,651,835,54,35,49,9,9,0,30.37,18,23
11,4,1,5,21,0,675,4983,600,600,975,54,32,43,9,13,0,30.38,18,23
11,23,6,2,56,-4,410,2586,995,991,1225,41,28,60,13,7,0,29.9,31,32
1,9,4,4,17,0,261,1391,1100,1100,1301,31,11,43,3,6,0,30.74,38,39
1,23,4,3,20,-7,194,1069,750,743,944,42,23,47,17,7,0,30.37,18,30
1,2,4,1,56,-6,416,2586,1029,1023,1265,44,42,93,9,13,0,29.9,30,34
12,19,4,3,63,37,80,209,1170,1207,1250,24,8,51,8,18,0,30.42,28,45
12,11,3,0,48,-1,118,288,1195,1194,1313,36,20,52,15,17,0,30.38,42,29
12,19,4,3,27,57,357,2248,360,417,537,18,4,54,16,22,30,30.3,20,21
1,24,5,1,17,323,254,1391,390,713,584,52,25,35,10,6,0,30.34,27,17
12,22,7,3,30,2,187,944,480,482,667,33,25,72,17,10,0,30.38,54,20
1,29,3,3,27,-2,367,2248,1150,1148,1337,36,17,46,4,10,0,30.11,38,31
11,28,4,1,27,4,359,2248,480,484,659,49,33,54,16,21,33,29.76,43,16
1,29,3,0,43,-6,114,340,899,893,1013,40,15,36,4,15,24,30.06,26,38
11,27,3,0,24,-4,149,665,945,941,1094,54,50,86,9,23,0,29.65,30,35
12,18,3,3,20,35,188,1069,1125,1160,1313,31,22,69,15,15,0,29.92,41,30
1,25,6,4,31,51,197,1089,1170,1221,1367,47,46,97,17,16,0,29.76,28,39
11,4,1,3,64,-3,183,1005,1041,1038,1224,53,40,61,9,18,0,30.3,36,28
12,29,7,4,28,-3,393,2475,485,482,698,40,34,79,5,7,0,30.26,52,20
12,19,4,3,28,0,386,2475,330,330,536,17,4,56,16,21,30,30.22,9,21
11,12,2,3,63,-4,73,209,420,416,493,54,48,80,15,20,26,29.72,17,16
1,27,1,0,48,-13,113,288,1218,1205,1331,43,28,56,16,14,0,29.73,29,36
11,16,6,3,7,19,85,301,599,618,684,39,5,24,5,21,32,30.46,17,18
12,20,5,3,6,33,75,266,1378,1411,13,27,14,58,7,10,0,30.63,24,22
12,12,4,3,45,-2,362,2378,1079,1077,1261,30,18,61,3,3,0,30.69,32,32
1,20,1,4,2,-4,257,1521,815,811,1012,32,3,29,7,15,24,30.26,33,35
12,23,1,2,55,29,387,2422,450,479,657,40,34,79,13,6,0,30.16,35,35
12,2,1,3,47,-7,104,427,488,481,592,37,37,10,4,10,0,29.51,51,19
1,29,3,0,24,-7,139,665,605,598,744,36,19,50,7,14,0,30.09,37,14
12,30,1,8,12,2,144,541,895,897,1039,42,42,10,1,25,37,29.7,28,40
1,6,1,0,22,-5,95,228,1230,1225,1325,41,33,73,13,14,0,30.02,34,41
11,18,1,4,56,-3,408,2586,955,952,1183,41,41,10,7,13,0,29.72,29,37
1,25,6,3,39,11,179,1028,360,371,539,40,38,93,2,15,0,30.12,13,19
12,20,5,4,1,341,166,760,1015,1356,1181,27,15,61,4,10,0,30.63,21,35
1,18,6,3,54,-7,142,718,379,372,521,21,5,50,6,8,0,30.63,13,20
1,16,4,1,28,-3,390,2475,750,747,960,47,25,42,8,30,45,29.87,20,31
1,11,6,3,50,-4,82,264,457,453,539,52,51,97,9,20,0,30.31,39,33
11,22,5,0,22,75,87,228,1060,1135,1147,45,25,46,16,30,40,29.87,38,33
12,23,1,1,42,-1,359,2153,810,809,1049,51,35,54,13,14,0,30.04,27,42
12,5,4,3,20,-5,187,1069,480,475,667,41,32,70,15,12,0,29.73,39,34
11,26,2,4,28,2,380,2475,595,597,795,52,42,69,12,6,0,30.04,37,20
11,13,3,2,28,-8,390,2475,690,682,900,33,9,37,7,17,0,30.33,31,19
1,25,6,0,48,37,105,288,1095,1132,1200,48,48,10,13,16,0,29.75,39,40
1,10,5,0,24,-3,139,665,605,602,744,43,38,82,17,9,0,30.56,19,21
1,26,7,3,56,-4,409,2586,740,736,969,47,30,52,16,15,23,29.77,19,30
1,5,7,6,41,27,68,94,1049,1076,1117,37,20,50,8,15,23,29.99,30,34
1,20,1,0,43,-5,113,340,1260,1255,1373,26,-1,31,7,17,0,30.37,30,34
12,29,7,2,40,-1,385,2454,425,424,630,39,33,79,5,7,0,30.24,34,34
12,23,1,3,45,-8,379,2378,570,562,769,42,35,76,13,10,0,30.16,41,17
11,2,6,3,28,21,381,2475,960,981,1161,48,39,71,1,3,0,30.07,29,35
12,19,4,3,30,15,184,944,415,430,599,18,4,54,16,22,30,30.3,39,35
11,27,3,3,36,-7,164,740,983,976,1087,53,50,89,9,22,0,29.61,30,35
1,26,7,6,3,-10,159,765,820,810,919,46,29,51,15,20,24,29.75,32,37
12,31,2,4,1,-1,162,760,917,916,1079,43,39,86,17,15,0,29.62,31,34
12,15,7,3,64,0,187,1005,1079,1079,1266,41,24,51,15,18,0,30.05,31,32
12,31,2,3,4,18,70,187,754,772,824,42,40,92,13,10,0,29.62,19,19
1,6,1,4,28,-4,385,2475,420,416,625,34,31,89,17,15,0,29.96,20,23
1,29,3,0,47,-6,124,427,1089,1083,1213,36,17,46,4,10,0,30.11,38,34
11,26,2,1,12,-4,138,541,479,475,617,49,46,90,12,10,0,30.03,37,32
12,30,1,4,4,0,79,187,600,600,679,43,43,10,1,20,31,29.8,25,23
1,13,1,0,6,-2,92,266,1325,1323,1417,43,43,10,4,6,0,30.38,22,28
12,14,6,3,58,-3,222,1598,301,298,583,52,52,10,6,3,0,29.57,1,4
1,27,1,3,20,-5,196,1069,1110,1105,1306,44,27,51,16,12,0,29.71,39,36
11,19,2,3,28,-10,373,2475,720,710,913,50,39,66,15,13,0,29.77,30,19
1,15,3,0,7,9,97,301,1342,1351,1439,43,43,10,9,8,0,30.1,21,30
11,21,4,0,15,-2,83,213,770,768,853,51,32,48,8,8,0,30.14,20,25
12,10,2,0,9,-3,80,184,835,832,915,53,53,10,13,10,0,29.81,27,44
12,6,5,0,7,-5,101,301,815,810,916,48,31,52,13,14,0,29.98,28,42
11,26,2,0,43,-2,116,340,1275,1273,1391,48,45,89,12,6,0,30.05,31,33
11,3,7,4,56,-5,391,2586,420,415,631,46,34,63,15,13,0,30.11,16,22
12,22,7,8,13,-4,135,483,1169,1165,1304,40,32,73,17,14,0,30.23,44,31
12,22,7,0,11,103,129,425,585,688,714,41,30,65,13,12,0,30.31,30,19
1,1,3,3,58,71,225,1598,1412,43,257,42,38,85,10,3,0,29.83,13,9
1,22,3,4,1,-2,158,760,515,513,673,29,19,67,2,3,0,30.49,45,16
12,21,6,8,13,3,123,483,936,939,1059,35,27,72,12,3,0,30.5,35,38
1,15,3,1,28,-5,398,2475,1020,1015,1238,42,34,73,13,6,0,30.13,28,30
11,25,1,0,47,0,110,427,485,485,595,45,35,68,15,8,0,29.81,51,17
1,3,5,3,36,-10,174,740,959,949,1073,46,45,96,13,7,0,29.8,35,37
12,20,5,6,48,-5,97,288,930,925,1027,33,15,48,4,12,0,30.56,33,35
11,21,4,1,56,22,401,2586,420,442,641,39,33,79,6,3,0,30.2,41,31
1,8,3,3,58,-10,238,1598,561,551,859,36,30,79,15,20,0,29.93,37,14
12,14,6,4,27,17,371,2248,1170,1187,1361,50,48,93,17,24,32,29.27,41,29
1,5,7,4,27,1,371,2248,1240,1241,1431,36,18,48,16,15,24,30.0,34,43
1,29,3,4,40,-3,390,2454,480,477,690,34,19,54,4,15,0,30.07,37,36
1,25,6,4,28,4,395,2475,925,929,1140,49,49,10,1,17,0,29.75,30,34
1,7,2,3,20,-1,185,1069,301,300,486,39,24,55,15,13,0,30.08,8,18
1,15,3,1,4,-6,75,187,1390,1384,25,45,45,10,9,12,0,30.06,17,23
12,12,4,1,28,-6,388,2475,480,474,688,29,12,49,7,14,0,30.72,39,35
11,9,6,1,42,0,348,2153,985,985,1213,39,27,62,9,14,0,30.21,31,32
11,5,2,3,30,-2,176,944,1069,1067,1245,56,46,69,17,12,0,30.13,30,27
11,4,1,0,50,28,96,264,1019,1047,1115,53,40,61,9,18,0,30.3,36,28
12,7,6,0,22,-4,83,228,795,791,878,39,16,39,4,15,0,30.36,21,42
1,15,3,1,42,747,357,2153,1290,597,87,49,30,48,16,31,44,29.89,37,14
12,14,6,0,47,33,126,427,915,948,1041,52,52,10,9,22,0,29.2,28,40
1,26,7,3,4,-4,67,187,720,716,787,47,30,52,16,15,23,29.77,28,18
1,1,3,3,29,-9,387,2465,1050,1041,1257,38,22,53,15,18,24,29.84,25,31
11,19,2,4,20,-11,197,1069,1175,1164,1372,45,35,68,4,6,0,29.87,38,29
12,18,3,4,52,-5,395,2446,485,480,700,35,24,64,15,12,0,29.87,49,15
12,18,3,0,46,-3,89,273,895,892,984,35,23,61,15,16,28,29.84,27,39
1,9,4,0,3,-6,175,765,951,945,1066,32,8,37,3,3,0,30.72,28,38
11,7,4,4,31,0,190,1089,921,921,1111,56,46,69,12,9,0,29.98,29,38
1,30,4,3,4,-11,78,187,900,889,978,37,24,59,14,3,0,30.31,28,37
11,6,3,3,2,16,252,1521,1295,1311,47,49,35,59,17,9,0,30.37,30,28
11,25,1,0,18,-2,128,509,569,567,697,47,36,66,17,7,0,29.83,38,18
1,30,4,1,56,-3,412,2586,420,417,652,26,14,60,4,8,0,30.3,19,20
11,10,7,2,56,-5,407,2586,690,685,917,48,32,54,13,13,0,30.06,31,21
12,25,3,8,61,-8,208,1041,490,482,698,36,27,70,4,7,0,30.25,47,16
12,28,6,3,28,-9,393,2475,420,411,633,44,44,10,15,8,0,30.21,17,25
1,5,7,4,59,16,337,1990,1035,1051,1252,38,20,48,7,23,0,29.96,30,34
12,14,6,4,2,-5,277,1521,545,540,762,54,54,10,11,5,0,29.44,35,16
11,3,7,4,31,-1,181,1089,485,484,666,48,33,56,15,10,0,30.12,47,14
11,19,2,4,64,-6,179,1005,1165,1159,1344,45,35,68,4,9,0,29.85,38,29
11,5,2,0,46,22,85,273,1008,1030,1093,56,46,69,17,12,0,30.13,30,27
12,19,4,7,3,33,169,765,1100,1133,1209,24,9,53,8,15,0,30.4,40,37
1,21,2,4,30,-1,180,944,485,484,665,25,13,60,4,7,0,30.46,41,16
12,25,3,1,42,-2,360,2153,390,388,630,31,24,76,6,6,0,30.2,17,20
1,8,3,0,15,0,92,213,788,788,880,42,15,34,16,28,38,29.92,30,37
11,17,7,0,24,82,147,665,1095,1177,1242,40,31,70,6,22,28,30.12,41,29
11,7,4,4,33,-3,208,1182,960,957,1108,56,48,75,12,7,0,29.97,29,38
11,22,5,0,6,5,83,266,1320,1325,1403,41,22,47,8,17,29,29.95,23,36
12,23,1,3,20,14,197,1069,869,883,1066,52,30,43,13,15,0,30.05,28,41
11,25,1,2,57,0,402,2569,575,575,797,47,36,66,17,7,0,29.83,38,18
12,23,1,0,63,-8,92,209,605,597,697,45,35,68,13,14,0,30.14,41,17
11,14,4,3,56,48,409,2586,1180,1228,1409,44,29,55,13,14,0,30.31,31,42
1,25,6,4,58,112,232,1598,900,1012,1192,49,49,10,13,10,0,29.74,24,27
11,18,1,1,56,-6,394,2586,660,654,874,42,41,96,4,12,0,29.77,18,21
11,24,7,1,4,-4,77,187,565,561,642,49,49,10,4,8,0,29.23,37,18
12,23,1,2,56,-9,407,2586,690,681,917,47,35,63,13,12,0,30.09,30,20
11,9,6,3,10,-8,124,636,324,316,448,26,17,69,7,7,0,30.35,8,14
1,24,5,0,54,-1,148,718,552,551,700,45,30,56,5,5,0,30.39,39,16
12,15,7,6,3,43,166,765,1175,1218,1281,41,24,51,15,17,26,30.07,29,41
1,24,5,1,31,1,202,1089,1110,1111,1312,40,35,83,2,9,0,30.31,41,37
1,31,5,4,59,-4,325,1990,665,661,870,42,34,73,3,8,0,30.32,28,18
1,15,3,3,8,-1,400,2465,532,531,752,48,35,61,16,15,0,30.2,46,19
11,5,2,3,28,0,387,2475,1180,1180,1387,55,45,69,17,10,0,30.14,36,28
11,10,7,4,32,-3,194,1029,419,416,553,44,33,65,12,10,0,30.13,17,19
12,17,2,4,55,-1,390,2422,420,419,630,34,34,10,5,17,0,29.88,19,18
11,12,2,1,15,-9,88,213,391,382,479,54,47,77,13,8,0,29.7,17,16
1,13,1,3,20,-5,197,1069,861,856,1058,47,47,10,0,0,0,30.33,27,38
12,26,4,4,28,12,391,2475,940,952,1151,46,40,79,1,8,0,30.35,35,36
11,5,2,4,56,-6,400,2586,580,574,800,60,56,86,11,15,21,30.18,29,16
11,10,7,4,20,-1,183,1069,689,688,872,48,32,54,13,13,0,30.06,31,21
11,12,2,3,28,-4,376,2475,1280,1276,36,29,9,43,7,16,28,30.12,28,33
11,25,1,3,29,-9,368,2465,359,350,547,39,33,79,15,15,0,29.74,9,18
1,4,6,4,25,42,323,1894,577,619,780,48,48,10,10,6,0,29.63,24,23
1,22,3,8,13,-11,121,483,933,922,1054,36,21,55,13,8,0,30.42,31,36
11,11,1,3,4,29,71,187,1020,1049,1091,53,51,93,11,6,0,29.95,34,28
11,20,3,3,64,-3,179,1005,856,853,1035,48,29,48,7,17,0,29.95,28,34
12,12,4,1,27,113,357,2248,480,593,657,31,10,42,4,10,0,30.74,31,21
11,7,4,3,28,-1,374,2475,1360,1359,114,45,43,93,7,14,0,30.0,24,30
