,month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep,act_dep,sch_arr,temp,dew,hum,wind,w_spd,gust,pres,cond,bef_dep1,aft_dep1,bef_arr1,aft_arr1
28054,1,29,3,3,30,-7,185,944,1109,1102,1294,36,17,46,4,10,0,30.11,3,8,11,6,13
27276,1,27,1,1,19,136,296,1746,634,770,810,44,32,63,17,16,0,29.67,16,8,8,2,7
6804,11,21,4,4,64,-2,183,1005,950,948,1133,50,35,57,17,12,0,30.11,16,13,13,5,10
8139,11,25,1,3,4,-10,71,187,1020,1010,1091,44,38,79,9,8,0,29.87,3,8,14,3,7
107,11,1,5,4,59,1,311,1990,671,672,862,55,31,40,15,20,31,30.05,3,7,7,2,6
25645,1,22,3,3,23,-4,263,1417,780,776,983,35,21,57,14,7,0,30.43,3,12,6,5,6
27580,1,28,2,1,42,-4,361,2153,653,649,894,43,28,56,8,17,0,29.82,16,5,7,2,7
1856,11,6,3,1,56,-3,405,2586,1275,1272,60,49,35,59,17,10,0,30.37,3,7,12,4,7
1666,11,6,3,3,28,-5,376,2475,608,603,804,53,31,43,7,10,0,30.4,3,9,2,4,8
8171,11,25,1,2,55,-1,391,2422,1120,1119,1331,45,43,93,12,8,0,29.9,3,7,10,3,10
8903,11,27,3,3,40,2,377,2454,1292,1294,49,55,51,86,17,17,0,29.57,16,14,8,4,11
16821,12,25,3,2,40,5,385,2454,425,430,630,31,24,76,4,7,0,30.24,18,11,10,9,9
8322,11,26,2,3,28,-9,379,2475,515,506,714,49,46,90,12,10,0,30.03,18,21,9,3,10
20288,1,5,7,6,47,78,116,427,570,648,686,40,24,53,16,26,40,29.83,17,5,8,6,7
17982,12,28,6,4,18,-2,134,509,1045,1043,1179,46,33,61,4,7,0,30.21,16,8,5,5,15
13473,12,14,6,3,7,-7,84,301,460,453,544,52,52,10,9,10,0,29.48,12,7,14,5,12
1815,11,6,3,4,1,5,157,760,1131,1136,1288,50,30,46,17,9,0,30.37,3,7,4,7,6
9672,11,30,6,3,57,21,392,2569,1080,1101,1292,37,16,42,4,6,0,30.02,16,7,9,5,10
26038,1,23,4,4,56,-2,415,2586,955,953,1190,39,26,60,13,6,0,30.34,0,7,12,2,9
6567,11,20,3,4,1,-2,156,760,1259,1257,1415,43,30,60,7,16,0,30.07,16,4,7,5,9
9883,12,1,7,4,27,0,344,2248,659,659,823,33,23,66,5,13,0,29.92,23,3,14,1,6
10868,12,5,4,4,1,-1,163,760,854,853,1017,43,22,43,16,21,28,29.83,17,8,6,7,10
12305,12,10,2,3,30,-8,173,944,647,639,820,55,54,96,17,7,0,29.82,0,3,7,3,8
4067,11,13,3,4,27,-2,353,2248,899,897,1072,33,4,29,4,13,0,30.36,18,12,7,7,13
4978,11,16,6,4,56,-3,399,2586,485,482,704,36,5,27,5,24,35,30.45,4,17,21,3,8
5516,11,17,7,4,56,-5,416,2586,1199,1194,1435,40,31,70,6,22,28,30.12,1,18,10,8,18
23493,1,15,3,4,1,18,158,760,515,533,673,48,35,61,16,15,0,30.2,18,9,12,3,4
2920,11,10,7,4,23,-4,253,1417,480,476,673,46,34,63,13,17,0,30.12,16,15,26,4,2
21899,1,10,5,0,37,-5,97,290,575,570,672,42,38,85,13,10,0,30.58,0,11,11,3,6
8450,11,26,2,3,4,-7,75,187,936,929,1011,53,47,80,9,10,0,30.01,18,17,17,4,9
8922,11,27,3,3,50,41,78,264,1380,1421,18,54,46,75,15,18,28,29.6,18,3,1,3,8
26540,1,25,6,3,64,-2,187,1005,445,443,632,41,40,96,2,15,0,30.09,0,13,15,7,12
20301,1,5,7,1,31,-3,197,1089,685,682,882,42,25,51,16,22,36,29.83,17,12,16,1,1
24965,1,20,1,4,56,2,408,2586,690,692,918,29,6,38,7,16,24,30.27,3,17,9,4,5
5217,11,16,6,3,7,-8,83,301,1375,1367,18,32,11,42,6,7,0,30.44,3,4,5,5,4
10375,12,3,2,3,38,195,59,150,1370,125,1429,33,25,72,7,13,0,29.61,16,0,0,1,0
16007,12,22,7,1,17,-3,259,1391,890,887,1089,45,32,60,13,14,0,30.26,3,7,18,10,13
19898,1,3,5,1,4,43,76,187,1390,1433,26,47,47,10,0,0,0,29.82,12,0,1,3,7
7496,11,23,6,4,59,0,322,1990,959,959,1161,41,28,60,13,7,0,29.9,0,10,9,7,12
5117,11,16,6,3,4,98,68,187,862,960,930,36,5,27,5,8,0,30.44,18,14,12,4,11
21,11,1,5,3,1,0,154,760,418,418,572,47,33,59,15,24,29,30.0,4,10,16,2,9
1508,11,5,2,3,59,-4,327,1990,1182,1178,1389,55,45,69,17,10,0,30.14,16,11,8,5,9
26962,1,26,7,4,12,-7,129,541,895,888,1024,47,29,50,15,18,0,29.75,16,9,16,7,18
1906,11,7,4,4,56,-10,397,2586,420,410,637,52,38,59,13,15,0,30.25,0,6,17,7,14
4689,11,15,5,4,27,-3,344,2248,659,656,823,48,27,44,13,12,0,30.19,18,3,13,3,6
25106,1,20,1,0,14,-1,150,589,1155,1154,1305,29,-1,28,7,14,0,30.35,3,9,14,7,10
5231,11,17,7,3,7,-8,80,301,365,357,445,32,20,61,6,15,0,30.35,16,3,6,3,7
5575,11,18,1,3,29,-7,368,2465,359,352,547,38,38,10,4,13,0,29.89,12,3,7,4,9
17390,12,26,4,3,64,1,184,1005,1295,1296,39,45,41,86,1,12,0,30.38,0,8,5,4,8
11343,12,7,6,1,36,-7,174,740,450,443,564,33,20,59,8,17,26,30.34,16,10,11,7,15
21108,1,7,2,4,59,1,337,1990,1225,1226,2,37,35,93,5,8,0,29.89,12,8,9,5,7
17512,12,27,5,4,56,-2,416,2586,590,588,826,51,45,80,12,12,0,30.28,16,19,9,3,11
21465,1,9,4,3,39,-8,179,1028,360,352,539,24,7,48,16,14,0,30.61,3,3,5,2,5
18878,12,31,2,4,2,-8,268,1521,1090,1082,1298,42,39,89,13,8,0,29.64,0,5,7,5,11
634,11,3,7,4,31,-1,181,1089,485,484,666,48,33,56,15,10,0,30.12,3,23,18,2,5
12972,12,12,4,1,42,-5,346,2153,985,980,1211,31,15,52,10,6,0,30.7,18,13,7,7,11
350,11,2,6,1,31,-4,194,1089,490,486,684,46,33,61,6,9,0,30.24,3,21,13,6,8
3447,11,11,1,3,7,184,84,301,889,1073,973,54,53,97,11,10,0,29.92,16,8,9,4,5
22999,1,13,1,0,50,20,95,264,1059,1079,1154,45,45,10,4,6,0,30.36,0,10,7,7,11
6150,11,19,2,0,7,12,104,301,997,1009,1101,46,37,71,4,10,0,29.81,16,10,14,6,10
8277,11,26,2,3,50,-6,82,264,422,416,504,42,42,10,11,5,0,30.01,16,15,16,6,12
681,11,3,7,3,30,-4,175,944,660,656,835,52,32,47,15,12,18,30.11,18,7,11,3,4
1886,11,6,3,3,5,23,223,1576,1439,22,282,41,38,89,4,15,0,30.01,0,0,0,4,3
23107,1,14,2,3,28,-7,391,2475,415,408,626,39,39,10,6,7,0,30.36,0,7,10,9,14
14894,12,18,3,2,55,37,391,2422,1120,1157,1331,31,22,69,15,15,0,29.92,16,9,4,4,8
20990,1,7,2,3,58,41,232,1598,839,880,1131,42,27,55,10,10,0,29.96,0,7,19,9,15
3034,11,10,7,3,20,42,187,1069,824,866,1011,50,35,57,13,7,0,30.01,16,8,17,6,11
12015,12,9,1,1,42,-5,344,2153,651,646,875,53,53,10,9,22,0,30.04,13,6,11,2,6
26586,1,25,6,2,56,-10,410,2586,560,550,790,43,43,10,2,18,28,30.03,12,11,11,2,2
6652,11,21,4,1,27,-3,359,2248,480,477,659,44,33,65,4,8,0,30.21,3,18,24,4,4
26098,1,23,4,0,3,-1,166,765,1135,1134,1241,39,30,70,12,8,0,30.37,0,10,10,5,7
21812,1,10,5,1,28,-6,392,2475,360,354,572,37,34,89,12,10,0,30.6,0,5,5,4,6
18665,12,30,1,3,51,137,192,1074,1305,2,57,42,32,67,15,15,0,29.65,0,5,0,4,7
19554,1,2,4,3,28,-8,394,2475,1290,1282,64,42,37,82,12,8,0,29.9,16,11,8,5,5
20890,1,7,2,0,14,-4,149,589,510,506,659,39,25,57,15,8,0,30.1,16,18,9,3,7
6655,11,21,4,3,28,0,376,2475,480,480,676,44,33,65,4,8,0,30.21,3,17,24,4,8
21671,1,9,4,4,59,-4,334,1990,955,951,1169,31,7,37,0,0,0,30.74,16,13,13,5,10
21554,1,9,4,4,2,-6,264,1521,558,552,762,28,8,43,8,9,0,30.74,3,11,11,1,3
14813,12,18,3,6,47,-7,110,427,720,713,830,36,26,67,15,18,0,29.82,16,11,6,6,9
10651,12,4,3,4,30,11,193,944,1180,1191,1373,39,33,79,15,15,0,29.55,0,14,7,6,15
4584,11,14,4,0,9,541,82,184,1259,360,1341,38,29,70,17,7,0,30.25,16,7,7,4,8
7026,11,22,5,4,26,-2,163,828,510,508,673,50,42,74,12,9,0,29.78,16,22,10,4,11
20509,1,5,7,3,38,117,57,150,1370,47,1427,41,23,49,15,12,0,30.04,16,0,0,2,2
3647,11,12,2,0,37,8,88,290,580,588,668,42,39,89,16,15,0,29.8,12,7,7,6,8
4564,11,14,4,0,46,7,83,273,1340,1347,1423,42,30,62,17,15,0,30.31,16,2,5,4,13
26642,1,25,6,3,1,-9,163,760,811,802,974,47,47,10,1,23,39,29.77,21,5,10,1,7
5486,11,17,7,3,20,-3,188,1069,1130,1127,1318,40,31,70,6,20,0,30.14,0,12,5,8,6
22509,1,12,7,3,39,-4,186,1028,599,595,785,63,48,58,17,20,0,30.01,16,12,4,6,12
15290,12,20,5,8,15,-4,87,213,675,671,762,31,11,43,8,14,0,30.53,3,7,16,6,5
6547,11,20,3,3,28,-1,387,2475,1180,1179,1387,44,30,58,7,14,0,30.06,16,16,9,3,11
127,11,1,5,1,12,17,120,541,738,755,858,57,32,39,16,21,26,30.06,4,6,4,3,7
3891,11,13,3,1,28,-5,388,2475,360,355,568,23,8,53,8,20,0,30.26,3,3,7,2,7
7427,11,23,6,0,47,-7,109,427,735,728,844,44,24,45,12,14,0,29.97,16,7,5,5,6
20041,1,4,6,8,43,1,121,340,895,896,1016,49,49,10,15,9,0,29.54,0,11,11,7,16
14560,12,17,2,3,52,-2,365,2446,990,988,1175,34,34,10,4,13,0,29.66,12,8,7,3,8
28359,1,30,4,3,47,-6,112,427,1013,1007,1125,34,25,70,10,7,0,30.33,16,13,10,5,7
16638,12,24,2,1,12,-5,130,541,810,805,940,49,26,41,4,10,0,30.1,3,2,8,5,9
4052,11,13,3,3,10,-1,131,636,856,855,987,35,5,28,16,15,20,30.34,3,7,9,6,10
7281,11,22,5,3,27,-4,347,2248,1290,1286,17,42,24,49,16,18,30,29.93,3,11,11,4,8
12297,12,10,2,4,28,1,385,2475,585,586,790,55,55,10,13,7,0,29.83,0,9,4,3,7
6342,11,20,3,0,9,-5,81,184,520,515,601,42,33,70,7,14,0,29.93,16,15,6,7,10
1454,11,5,2,3,30,8,176,944,978,986,1154,58,46,65,13,12,0,30.11,16,9,9,7,9
1952,11,7,4,4,56,-2,405,2586,495,493,720,54,33,45,13,16,0,30.21,16,25,14,5,9
22708,1,12,7,0,22,-4,95,228,1230,1226,1325,54,35,49,8,12,0,30.29,3,9,8,4,6
8599,11,27,3,1,12,-3,134,541,390,387,524,46,44,93,0,0,0,30.01,0,4,4,5,7
22760,1,13,1,1,17,-2,254,1391,390,388,584,36,30,79,5,7,0,30.44,16,5,7,3,5
9042,11,28,4,3,30,-6,175,944,803,797,978,49,32,52,7,26,40,29.86,17,5,5,5,6
26746,1,25,6,4,59,0,331,1990,1225,1225,1436,47,46,97,17,16,0,29.76,16,10,7,6,9
25074,1,20,1,4,4,-2,82,187,1033,1031,1115,29,-1,28,8,15,0,30.33,3,12,8,4,10
23824,1,16,4,3,8,-2,400,2465,532,530,752,48,43,83,8,35,44,29.86,13,10,14,4,5
3678,11,12,2,4,64,-7,168,1005,708,701,876,39,31,73,8,15,0,29.87,0,8,8,3,6
28681,1,31,5,6,9,-12,81,184,959,947,1040,41,34,76,3,9,0,30.25,0,11,12,8,9
24398,1,18,6,1,15,-5,91,213,390,385,481,21,5,50,6,8,0,30.63,0,6,5,3,5
6255,11,19,2,3,7,-7,83,301,1375,1368,18,44,34,68,4,7,0,29.87,0,4,5,6,5
5080,11,16,6,6,43,-2,103,340,883,881,986,40,2,20,2,20,0,30.43,3,3,15,6,8
25828,1,22,3,3,5,-9,225,1576,1439,1430,284,32,24,73,15,7,0,30.44,18,1,0,7,10
26588,1,25,6,4,2,-4,261,1521,558,554,759,43,43,10,2,18,28,30.03,12,12,9,3,1
13795,12,15,7,4,1,1,163,760,510,511,673,45,34,65,15,21,26,29.74,17,19,9,2,9
5426,11,17,7,1,27,-4,363,2248,959,955,1142,40,30,68,5,20,25,30.17,0,7,14,5,13
19441,1,2,4,3,28,-4,396,2475,940,936,1156,45,39,80,9,14,0,29.91,0,13,15,5,11
9243,11,29,5,3,39,-3,180,1028,605,602,785,37,22,54,4,16,26,30.21,16,9,3,4,6
16193,12,23,1,1,31,-1,204,1089,420,419,624,37,33,86,17,8,0,30.16,3,11,12,7,14
10887,12,5,4,0,48,-2,110,288,920,918,1030,41,25,53,16,24,31,29.87,17,14,15,5,10
9902,12,1,7,6,41,-7,71,94,780,773,851,33,30,89,6,12,0,29.86,23,2,6,6,10
26870,1,26,7,0,54,-7,148,718,552,545,700,41,36,82,17,15,0,29.82,16,13,11,1,4
25670,1,22,3,8,4,103,81,187,780,883,861,36,21,55,13,6,0,30.42,3,6,18,8,15
25469,1,21,2,0,9,-5,84,184,1260,1255,1344,30,10,43,4,9,0,30.46,16,8,6,3,12
8745,11,27,3,1,42,-4,345,2153,810,806,1035,54,52,93,9,12,0,29.76,0,7,11,2,9
4223,11,13,3,3,4,67,68,187,1375,2,3,41,29,62,15,10,0,30.3,16,2,0,3,4
1024,11,4,1,3,4,-13,70,187,677,664,747,54,35,49,9,9,0,30.37,18,9,13,2,7
5800,11,18,1,4,1,-4,156,760,1015,1011,1171,40,40,10,4,12,0,29.72,12,10,16,6,10
17155,12,26,4,1,4,-3,77,187,565,562,642,39,37,93,6,8,0,30.32,16,11,14,4,6
13053,12,12,4,3,56,0,412,2586,1200,1200,1432,31,20,64,0,0,0,30.69,16,11,10,9,15
21324,1,8,3,4,27,-2,371,2248,899,897,1090,43,14,31,7,25,38,30.02,17,18,9,10,19
21672,1,9,4,1,36,-5,190,740,959,954,1089,31,7,37,0,0,0,30.74,16,12,12,7,11
25089,1,20,1,4,53,-1,268,1587,1104,1103,1312,29,-1,28,7,14,0,30.35,3,8,12,8,14
7126,11,22,5,3,58,-9,228,1598,860,851,1148,50,47,89,16,12,0,29.69,0,6,5,7,13
26653,1,25,6,3,28,-10,390,2475,860,850,1070,47,47,10,1,25,32,29.75,8,4,4,3,13
15010,12,19,4,2,28,-12,395,2475,785,773,1000,26,10,51,16,21,28,30.34,4,5,6,2,11
1133,11,4,1,4,28,-9,382,2475,1015,1006,1217,53,39,59,9,16,0,30.31,16,7,15,5,10
7883,11,24,7,4,59,11,329,1990,1167,1178,1376,43,33,68,15,24,33,29.52,4,19,5,5,9
16865,12,25,3,6,47,-10,116,427,570,560,686,39,28,65,5,8,0,30.25,16,7,14,1,4
21941,1,10,5,4,12,-8,123,541,710,702,833,45,39,80,17,9,0,30.52,0,16,6,0,7
18499,12,30,1,4,59,13,343,1990,540,553,763,42,42,10,5,20,0,29.83,12,12,15,1,2
12401,12,10,2,1,12,-7,138,541,960,953,1098,54,54,10,17,12,0,29.89,12,14,11,1,10
16074,12,22,7,3,47,22,112,427,1023,1045,1135,40,31,70,17,9,0,30.22,3,7,7,6,13
18409,12,29,7,3,30,20,172,944,1323,1343,55,43,43,10,1,7,0,30.02,12,1,3,5,10
6177,11,19,2,0,4,71,89,187,1019,1090,1108,45,35,68,4,9,0,29.85,16,8,11,4,6
27996,1,29,3,3,56,-12,414,2586,930,918,1164,40,15,36,4,15,24,30.06,3,19,11,6,11
28782,1,31,5,3,56,-3,410,2586,1229,1226,19,40,37,89,2,7,0,30.22,0,11,8,4,6
8389,11,26,2,1,12,-4,122,541,738,734,860,54,46,75,12,7,0,30.03,3,5,3,4,7
2534,11,8,5,0,48,1,117,288,1210,1211,1327,33,15,48,7,18,28,30.29,3,12,7,6,18
4142,11,13,3,1,28,-7,390,2475,1109,1102,1319,30,6,36,4,8,0,30.42,18,6,7,6,10
22313,1,11,6,4,27,1,367,2248,899,900,1086,53,51,93,9,24,30,30.11,17,11,10,4,10
15165,12,19,4,0,24,298,148,665,1109,1407,1257,24,10,55,8,14,0,30.43,16,3,1,5,6
24068,1,17,5,4,55,-3,384,2422,420,417,624,23,4,44,7,23,33,30.55,4,10,14,11,15
8608,11,27,3,4,32,-4,194,1029,419,415,553,46,45,96,2,3,0,30.02,0,12,15,4,14
9709,11,30,6,4,20,24,197,1069,1175,1199,1372,37,17,44,4,8,0,30.02,16,14,12,10,15
28061,1,29,3,3,20,11,196,1069,1110,1121,1306,36,17,46,4,10,0,30.11,3,11,9,6,7
12279,12,10,2,3,2,-6,252,1521,533,527,725,53,53,10,12,3,0,29.82,0,10,6,3,8
3723,11,12,2,0,11,-3,124,425,882,879,1006,33,20,59,8,21,35,29.93,17,9,17,8,11
26060,1,23,4,4,52,-4,385,2446,1015,1011,1220,40,25,55,9,5,0,30.36,0,10,10,6,7
4878,11,15,5,6,3,-8,165,765,1199,1191,1304,48,26,42,15,12,0,30.16,16,21,10,7,17
7564,11,23,6,0,37,-4,102,290,1185,1181,1287,44,30,58,12,10,0,29.87,0,13,7,5,9
1733,11,6,3,0,54,-5,146,718,893,888,1039,55,28,35,15,13,0,30.34,3,10,13,7,10
1606,11,6,3,4,12,-5,141,541,475,470,616,49,33,54,16,13,0,30.38,3,8,27,4,4
11896,12,8,7,4,1,13,166,760,1255,1268,1421,37,35,93,0,0,0,30.39,18,4,11,4,9
15683,12,21,6,3,64,-1,191,1005,885,884,1076,36,26,67,0,0,0,30.51,0,6,19,7,13
17036,12,25,3,0,47,-5,127,427,1195,1190,1322,35,34,96,9,3,0,30.17,16,17,6,5,11
4966,11,16,6,3,20,-5,187,1069,480,475,667,36,5,27,5,24,35,30.45,4,7,24,2,6
9559,11,30,6,4,15,-3,79,213,721,718,800,43,15,32,7,12,0,30.01,3,11,4,4,11
1808,11,6,3,3,7,-6,90,301,1115,1109,1205,50,30,46,17,9,0,30.37,3,8,11,4,11
5933,11,19,2,3,33,-13,204,1182,400,387,544,42,42,10,17,5,0,29.75,0,5,3,4,7
2759,11,9,6,4,33,-3,205,1182,959,956,1104,39,27,62,9,14,0,30.21,16,9,13,9,12
22918,1,13,1,3,28,-3,390,2475,860,857,1070,47,47,10,0,0,0,30.33,0,5,6,8,11
2812,11,9,6,3,20,-4,188,1069,1130,1126,1318,40,26,58,13,14,0,30.22,16,6,4,4,7
21982,1,10,5,3,54,22,146,718,852,874,998,49,42,77,12,8,0,30.45,18,4,17,7,13
17499,12,27,5,4,2,23,277,1521,540,563,757,50,45,83,12,10,0,30.29,16,13,17,1,4
19399,1,2,4,1,12,1,130,541,810,811,940,46,37,71,12,9,0,29.93,16,9,8,7,14
24325,1,17,5,4,64,0,185,1005,1165,1165,1350,26,-3,28,7,16,0,30.67,18,10,14,7,9
3088,11,10,7,4,28,-5,382,2475,1015,1010,1217,49,36,61,17,12,0,30.02,16,8,15,5,9
15907,12,22,7,4,1,5,166,760,515,520,681,33,25,72,17,10,0,30.38,3,15,11,4,10
6563,11,20,3,3,39,-8,183,1028,1243,1235,1426,44,30,58,7,14,0,30.06,16,8,5,6,8
18131,12,29,7,4,16,-2,292,1626,480,478,652,40,34,79,5,7,0,30.26,16,15,20,4,8
27209,1,27,1,4,10,-6,143,636,545,539,688,40,32,73,17,16,0,29.72,16,12,14,1,5
7551,11,23,6,3,42,14,337,2153,1139,1153,1356,43,28,56,12,8,0,29.88,0,9,14,3,6
26224,1,24,5,4,40,-2,390,2454,480,478,690,38,34,86,2,5,0,30.38,16,14,14,6,6
28051,1,29,3,4,53,-6,268,1587,1104,1098,1312,36,17,46,4,10,0,30.11,3,5,10,6,13
10287,12,3,2,4,28,30,390,2475,1080,1110,1290,34,22,61,8,20,26,29.58,3,6,13,4,10
11477,12,7,6,4,28,1,391,2475,929,930,1140,37,15,41,8,14,0,30.38,3,8,13,4,11
26556,1,25,6,3,20,-3,195,1069,480,477,675,41,41,10,2,18,0,30.07,0,13,20,7,6
17746,12,27,5,3,6,-10,75,266,1378,1368,13,49,45,86,15,7,0,30.14,0,4,3,4,8
28422,1,30,4,3,20,-7,197,1069,1200,1193,1397,31,22,69,5,7,0,30.34,16,12,9,7,14
2254,11,8,5,1,31,0,194,1089,420,420,614,36,22,57,8,15,23,30.14,3,14,17,4,16
9462,11,30,6,4,12,-6,141,541,475,469,616,32,21,64,4,10,0,30.09,16,7,27,6,6
23097,1,14,2,4,1,0,157,760,360,360,517,39,39,10,6,6,0,30.36,0,4,8,3,6
6485,11,20,3,4,27,105,353,2248,899,1004,1072,46,30,54,8,20,0,29.99,16,9,13,4,10
13128,12,13,5,4,28,-3,385,2475,420,417,625,38,32,79,6,5,0,30.44,0,12,13,8,15
17686,12,27,5,4,28,1,399,2475,1165,1166,1384,50,46,86,15,9,0,30.14,0,12,15,5,2
5246,11,17,7,1,31,-5,194,1089,420,415,614,34,24,67,5,15,0,30.35,16,10,16,7,13
1032,11,4,1,4,31,-5,184,1089,689,684,873,54,35,49,9,9,0,30.37,18,14,15,5,8
24530,1,18,6,0,11,215,131,425,1205,1420,1336,37,36,96,17,20,0,29.8,0,4,1,2,5
20703,1,6,1,4,33,10,221,1182,960,970,1121,44,27,51,16,14,0,29.99,3,14,12,6,11
1040,11,4,1,4,28,-5,378,2475,705,700,903,54,35,49,9,9,0,30.37,18,13,10,3,6
6974,11,22,5,1,56,-6,401,2586,420,414,641,48,41,77,12,12,0,29.83,16,12,17,6,17
11145,12,6,5,0,15,108,87,213,761,869,848,48,32,54,12,10,0,29.96,0,5,18,5,13
10707,12,5,4,3,28,8,371,2475,340,348,531,37,33,86,15,10,0,29.6,16,1,7,4,8
5142,11,16,6,3,28,-7,374,2475,1040,1033,1234,34,7,32,5,7,0,30.45,3,10,3,5,10
8691,11,27,3,4,28,-9,380,2475,595,586,795,53,51,93,10,10,0,29.92,0,15,6,2,10
4571,11,14,4,3,58,17,228,1598,1404,1421,252,42,27,55,15,13,0,30.31,16,0,1,6,9
17861,12,28,6,4,59,-4,331,1990,653,649,864,50,37,61,8,13,0,30.19,16,7,7,3,5
14605,12,17,2,2,55,28,391,2422,1120,1148,1331,34,34,10,7,12,0,29.71,0,3,11,5,7
14648,12,17,2,0,43,-1,117,340,1259,1258,1376,34,32,93,7,13,0,29.7,0,10,4,3,14
352,11,2,6,4,58,4,233,1598,485,489,718,46,33,61,6,9,0,30.24,3,22,13,5,9
17853,12,28,6,3,39,-5,182,1028,616,611,798,48,39,71,8,13,0,30.21,16,8,4,5,9
9838,12,1,7,4,57,0,399,2569,495,495,714,32,20,61,2,13,0,29.95,0,28,14,6,8
8641,11,27,3,4,42,-5,334,2153,485,480,699,47,46,97,2,5,0,30.0,0,15,28,2,6
28560,1,31,5,0,54,-4,148,718,552,548,700,41,34,76,3,7,0,30.34,16,10,11,2,3
25329,1,21,2,4,10,-8,141,636,819,811,960,33,9,37,8,10,0,30.4,18,9,8,6,12
25832,1,23,4,3,28,-6,386,2475,340,334,546,29,25,85,17,7,0,30.4,18,2,5,2,7
7283,11,22,5,1,12,-2,134,541,1290,1288,1424,42,24,49,16,18,30,29.93,3,12,11,3,8
6758,11,21,4,6,3,-9,162,765,820,811,922,53,32,45,14,5,0,30.12,18,7,8,7,13
16597,12,24,2,5,21,-4,685,4983,600,596,985,46,29,51,4,20,0,30.13,16,12,6,5,10
10344,12,3,2,1,12,-3,134,541,1290,1287,1424,33,21,61,16,16,0,29.59,18,8,10,6,6
20911,1,7,2,2,55,-7,385,2422,570,563,775,42,23,47,8,6,0,30.08,16,12,10,3,2
1710,11,6,3,1,12,-6,129,541,811,805,940,55,27,34,15,8,0,30.35,3,7,8,5,11
18559,12,30,1,0,6,15,93,266,755,770,848,43,42,97,2,20,33,29.72,12,3,5,2,6
24953,1,20,1,1,2,9,261,1521,665,674,866,29,6,38,7,16,24,30.27,3,9,13,1,4
17054,12,25,3,6,47,-12,116,427,1290,1278,1406,35,35,10,0,0,0,30.16,16,6,10,3,3
22849,1,13,1,3,51,-10,203,1074,599,589,802,44,38,79,2,7,0,30.42,0,12,7,6,10
21598,1,9,4,8,15,-2,86,213,709,707,795,31,7,37,4,10,0,30.74,18,15,5,3,8
18625,12,30,1,3,52,-5,385,2446,990,985,1195,42,42,10,4,14,22,29.79,20,16,7,2,5
4387,11,14,4,0,9,-5,75,184,835,830,910,44,29,55,12,7,0,30.36,16,12,7,8,16
9167,11,29,5,3,10,-7,124,636,324,317,448,32,21,64,4,23,29,30.21,4,2,2,1,4
24443,1,18,6,4,56,0,410,2586,509,509,739,22,5,48,1,7,0,30.54,0,16,4,4,8
11413,12,7,6,1,28,-6,378,2475,660,654,858,39,18,43,16,16,0,30.36,18,4,5,1,6
15202,12,20,5,6,48,-10,93,288,450,440,543,24,14,65,8,13,0,30.51,3,11,13,5,16
12562,12,11,3,4,64,-7,179,1005,710,703,889,34,30,85,4,6,0,30.27,16,9,4,3,8
25732,1,22,3,3,4,-7,81,187,1034,1027,1115,36,18,48,8,6,0,30.44,3,10,6,4,7
4821,11,15,5,3,51,27,192,1074,1019,1046,1211,45,29,53,17,10,0,30.16,16,10,9,4,10
2466,11,8,5,4,28,3,382,2475,1015,1018,1217,35,13,40,7,17,0,30.24,3,12,13,7,9
3371,11,11,1,3,20,8,187,1069,824,832,1011,56,46,69,10,6,0,30.0,16,10,6,5,13
4393,11,14,4,3,64,-7,179,1005,856,849,1035,46,30,54,12,8,0,30.33,16,9,5,4,12
21249,1,8,3,1,56,-8,408,2586,630,622,858,39,31,73,15,22,0,29.91,19,5,3,4,9
1152,11,4,1,3,29,-1,372,2465,1055,1054,1247,53,40,61,9,18,0,30.3,16,9,9,4,10
3251,11,11,1,2,28,12,390,2475,450,462,660,48,44,86,0,0,0,30.08,18,6,26,5,8
23745,1,15,3,3,58,13,224,1598,1417,1430,261,45,45,10,9,13,0,30.05,0,0,1,8,11
919,11,4,1,1,15,-8,88,213,391,383,479,40,32,73,0,0,0,30.34,3,8,3,4,9
10532,12,4,3,4,10,18,147,636,819,837,966,39,33,79,15,10,0,29.51,0,7,4,8,14
18529,12,30,1,3,7,-6,86,301,650,644,736,43,43,10,1,20,31,29.8,12,5,7,4,7
28615,1,31,5,3,6,-12,71,266,757,745,828,43,34,71,1,8,0,30.29,16,4,8,3,12
19166,1,1,3,3,7,-7,94,301,1115,1108,1209,37,22,54,15,16,0,29.86,16,6,11,5,6
6491,11,20,3,4,1,-1,156,760,1015,1014,1171,44,31,60,8,17,0,30.01,16,12,14,4,10
13993,12,15,7,4,20,2,200,1069,1180,1182,1380,41,24,51,15,17,26,30.07,3,14,8,8,10
22461,1,12,7,3,47,0,109,427,480,480,589,53,53,10,12,15,0,29.9,16,15,22,3,5
6540,11,20,3,4,18,-4,133,509,1169,1165,1302,44,30,58,7,14,0,30.06,16,13,17,4,10
24108,1,17,5,4,27,-3,370,2248,490,487,680,23,3,42,7,31,38,30.59,4,25,13,2,7
285,11,1,5,0,37,10,99,290,1289,1299,1388,47,30,52,7,15,0,30.23,3,15,6,1,6
19481,1,2,4,3,20,0,197,1069,1060,1060,1257,44,42,93,9,13,0,29.9,16,7,4,6,12
15135,12,19,4,1,28,-2,402,2475,1170,1168,1392,24,8,51,8,18,0,30.42,18,8,12,5,7
