month,day,week,airline,ori,dep_del,taxi,sch_elp,dist,sch_dep_m,act_dep_m,wh_off,sch_arr_m,wh_on,temp,dew,hum,wind,w_spd,gust,pres,sch_dep,sch_arr
1,13,1,6,72,0,29,139,599,661,661,690,740,732,55,43,64,15,13,0,30.2,39,37
12,19,4,7,74,-6,28,93,372,485,479,507,578,564,56,50,80,1,5,0,30.22,33,50
12,5,4,7,23,-2,25,395,2565,1140,1138,1163,1355,1345,57,52,83,0,0,0,30.01,32,26
12,18,3,7,36,53,28,98,337,480,533,561,578,623,56,50,80,3,12,0,30.01,42,24
12,8,7,7,23,-4,41,386,2565,1020,1016,1057,1226,1214,55,51,86,15,13,0,30.06,24,39
12,13,5,7,35,-5,26,98,414,1212,1207,1233,1310,1297,58,53,84,13,6,0,30.09,18,44
11,4,1,7,54,-5,22,290,1846,785,780,802,955,942,61,48,62,16,15,0,29.94,26,32
11,8,5,6,24,-6,19,64,158,1075,1069,1088,1139,1125,54,48,80,15,17,0,30.15,22,39
12,5,4,7,40,1,11,362,2446,1095,1096,1107,1277,1270,55,52,89,0,0,0,30.03,17,43
1,14,2,3,33,29,12,415,2586,955,984,996,1190,1211,50,39,66,15,9,0,30.19,30,41
1,17,5,7,54,-3,18,283,1846,360,357,375,523,512,44,40,85,0,0,0,30.3,52,30
11,28,4,2,8,-2,22,408,2704,960,958,980,1188,1178,48,36,63,15,5,0,29.61,7,16
1,18,6,1,29,19,33,379,2419,480,499,532,679,690,50,41,71,1,6,0,30.33,33,41
1,14,2,7,8,-10,26,410,2704,360,350,376,590,572,54,41,62,16,6,0,30.27,37,49
12,15,7,7,40,-4,13,362,2446,533,529,542,715,703,55,41,59,15,10,0,30.22,31,39
12,8,7,1,50,27,13,302,2338,800,827,840,1222,1241,53,50,89,15,13,0,30.07,24,39
11,26,2,0,58,-6,15,369,2521,725,719,734,914,900,49,42,77,11,12,0,29.75,24,33
12,6,5,3,71,119,58,132,679,1265,1384,2,1397,68,55,53,93,1,9,0,29.93,0,3
12,8,7,8,9,1,10,75,326,1275,1276,1286,1350,1343,53,51,93,15,5,0,30.1,31,26
1,3,5,7,23,-1,17,401,2565,1140,1139,1156,1361,1352,56,48,75,11,8,0,30.26,32,27
12,25,3,8,35,67,12,100,414,1000,1067,1079,1100,1159,54,43,66,5,24,0,29.7,24,37
1,17,5,0,19,-2,16,243,1464,1253,1251,1267,1376,1366,50,41,71,2,8,0,30.3,29,20
12,25,3,6,24,-6,21,66,158,1074,1068,1089,1140,1126,54,43,66,5,17,0,29.69,27,36
12,10,2,7,3,-11,35,325,2139,1161,1150,1185,1306,1287,54,50,86,0,0,0,30.21,18,42
11,5,2,0,58,-5,20,369,2521,725,720,740,914,901,58,48,70,16,18,0,29.98,21,30
1,16,4,0,19,106,31,245,1464,552,658,689,677,775,48,43,83,3,13,0,29.8,41,38
11,27,3,6,71,-3,38,137,679,719,716,754,856,845,50,37,61,15,12,0,29.51,33,34
11,16,6,1,28,-14,15,309,2398,1035,1021,1036,24,2,52,48,86,15,6,0,30.09,9,3
1,4,6,1,57,-2,26,112,550,570,568,594,682,672,56,50,80,4,7,0,30.41,35,38
11,11,1,1,71,-8,14,137,679,1115,1107,1121,1252,1236,64,47,54,0,0,0,30.03,25,41
12,10,2,7,23,38,33,395,2565,1140,1178,1211,1355,1385,55,51,86,2,5,0,30.22,21,16
12,26,4,1,17,-7,18,374,2442,1045,1038,1056,1239,1224,50,42,74,16,5,0,29.97,31,41
11,26,2,6,26,-5,48,155,733,370,365,413,525,512,55,37,51,0,0,0,30.01,50,32
11,25,1,8,67,-4,13,100,447,680,676,689,780,768,62,37,39,16,22,0,30.06,37,39
11,28,4,4,18,0,38,171,967,421,421,459,532,524,48,38,68,5,10,0,29.6,44,32
12,13,5,0,58,19,30,370,2521,724,743,773,914,925,58,53,84,4,6,0,30.11,24,34
12,5,4,7,75,39,16,273,1735,1152,1191,1207,1305,1336,57,52,83,0,0,0,30.01,32,26
12,4,3,3,33,0,31,422,2586,490,490,521,732,724,55,51,86,6,3,0,29.81,38,39
12,6,5,6,16,-7,17,254,1476,480,473,490,614,599,60,51,72,1,14,0,29.99,36,49
1,9,4,0,54,-10,14,293,1846,1220,1210,1224,1393,1375,48,42,80,12,3,0,30.2,28,21
12,12,4,8,59,-4,17,125,651,1030,1026,1043,1095,1083,59,56,90,1,5,0,30.27,23,37
12,11,3,7,36,0,29,87,337,1260,1260,1289,1347,1339,61,55,81,11,6,0,30.18,27,26
12,12,4,2,8,63,27,414,2704,1085,1148,1175,1319,1374,59,55,87,8,6,0,30.26,29,26
12,1,7,2,25,-9,15,385,2584,513,504,519,718,701,56,50,80,3,16,0,29.87,35,40
12,8,7,0,13,2,15,343,2296,959,961,976,1122,1116,53,51,93,15,16,0,30.04,25,36
1,13,1,7,23,-2,33,380,2565,1080,1078,1111,1280,1270,52,46,80,9,9,0,30.14,18,40
12,7,6,7,6,201,18,303,1969,1079,1280,1298,1262,15,53,50,89,0,0,0,30.11,7,3
1,11,6,6,73,-1,20,65,86,620,619,639,685,676,55,43,64,16,18,0,30.27,33,41
11,16,6,6,5,38,18,76,238,360,398,416,436,466,53,51,93,9,5,0,30.16,26,23
11,20,3,1,36,-10,84,92,337,810,800,884,902,884,64,40,41,15,20,0,29.5,31,31
12,5,4,1,57,201,34,112,550,445,646,680,557,750,55,50,83,0,0,0,30.04,35,41
12,25,3,1,33,-5,27,407,2586,570,565,592,797,784,54,43,66,10,10,0,29.74,38,29
1,6,1,7,18,1,27,174,967,1150,1151,1178,1264,1257,51,39,63,0,0,0,30.36,31,35
1,16,4,3,36,28,28,84,337,1070,1098,1126,1154,1174,48,41,77,9,7,0,29.95,21,31
11,29,5,1,36,-7,24,91,337,1260,1253,1277,1351,1336,45,39,80,0,0,0,29.99,31,25
12,1,7,0,19,-2,24,236,1464,427,425,449,543,533,56,49,77,10,14,0,29.87,54,30
12,20,5,1,36,162,31,93,337,510,672,703,603,757,52,49,89,6,5,0,30.17,40,40
11,27,3,6,9,40,24,89,326,1053,1093,1117,1142,1174,44,37,76,9,5,0,29.52,26,35
1,21,2,7,71,129,39,135,679,975,1104,1143,1110,1231,53,51,93,3,5,0,30.12,29,41
12,7,6,1,36,53,34,91,337,1260,1313,1347,1351,1396,58,54,87,13,14,0,29.94,21,12
11,27,3,7,60,-1,24,334,2254,1161,1160,1184,1315,1306,44,37,76,11,5,0,29.55,22,46
12,28,6,7,42,-5,26,87,329,360,355,381,447,434,41,39,93,11,3,0,30.16,31,24
12,17,2,6,69,3,43,79,262,1008,1011,1054,1087,1082,54,40,59,6,6,0,30.05,23,36
11,12,2,0,58,16,42,369,2521,725,741,783,914,922,70,48,46,15,8,0,29.99,22,32
11,26,2,7,62,70,58,95,421,1126,1196,1254,1221,1283,54,44,69,17,17,0,29.54,22,44
12,4,3,7,23,-2,37,381,2565,660,658,695,861,851,55,51,86,4,3,0,29.81,29,31
11,14,4,1,71,-7,28,137,679,1295,1288,1316,1432,1417,58,49,72,9,5,0,30.14,24,22
12,13,5,7,35,-2,37,98,414,982,980,1017,1080,1070,58,53,84,15,7,0,30.11,24,25
1,26,7,3,72,3,47,136,599,1335,1338,1385,1411,1406,53,45,74,15,18,0,30.33,21,16
12,13,5,7,54,-6,26,280,1846,500,494,520,660,646,56,52,87,16,9,0,30.24,43,24
1,5,7,7,38,-12,13,305,2447,1395,1383,1396,380,360,47,39,74,12,3,0,30.5,22,11
1,31,5,6,66,-3,21,86,192,586,583,604,672,661,52,50,93,2,3,0,30.32,36,44
12,5,4,7,8,-3,30,400,2704,630,627,657,850,839,60,53,78,13,3,0,30.02,42,25
11,27,3,3,47,183,38,269,1589,545,728,766,694,869,50,37,61,15,12,0,29.51,33,34
1,16,4,1,29,-4,17,379,2419,480,476,493,679,667,49,42,77,3,10,0,29.8,33,42
11,29,5,6,62,-11,14,104,421,465,454,468,569,550,50,40,68,3,5,0,29.81,29,42
11,14,4,3,71,-3,28,137,679,545,542,570,682,671,61,52,72,1,3,0,30.07,35,39
12,12,4,7,35,-7,15,98,414,725,718,733,823,808,59,56,90,4,9,0,30.26,43,26
12,26,4,8,35,30,11,100,414,575,605,616,675,697,55,37,51,5,5,0,29.92,36,37
12,7,6,1,71,257,62,140,679,420,677,739,560,809,62,55,78,9,23,38,29.87,42,23
11,2,6,6,81,10,45,270,1550,435,445,490,585,587,61,47,60,2,5,0,30.14,32,49
11,25,1,6,62,-2,13,99,421,659,657,670,758,748,62,37,39,16,22,0,30.06,37,39
11,21,4,7,50,-5,15,294,2338,941,936,951,1355,1342,55,46,72,0,0,0,30.01,34,29
12,17,2,7,8,160,88,400,2704,1082,1242,1330,1302,14,55,50,83,13,3,0,30.11,8,4
1,31,5,6,77,140,44,132,587,737,877,921,809,941,64,50,60,4,8,0,30.26,26,27
1,13,1,2,33,-2,15,414,2586,930,928,943,1164,1154,54,44,69,11,5,0,30.17,23,32
12,29,7,1,36,-2,48,93,337,510,508,556,603,593,56,48,75,17,8,0,30.15,34,53
12,25,3,1,71,26,40,140,679,420,446,486,560,578,48,43,83,11,6,0,29.84,34,48
12,25,3,8,16,3,12,245,1476,835,838,850,960,955,52,44,74,1,9,0,29.71,23,26
12,2,1,0,19,240,20,242,1464,1140,1380,1400,1262,54,56,51,84,3,6,0,29.9,12,9
12,8,7,6,11,123,26,154,807,970,1093,1119,1064,1179,54,51,90,16,16,0,30.06,27,35
1,21,2,6,74,113,12,94,372,1102,1215,1227,1196,1301,56,51,84,11,6,0,30.15,17,38
11,23,6,6,1,-3,7,76,250,480,477,484,556,545,58,49,72,6,6,0,30.26,36,46
12,20,5,6,57,89,19,110,550,715,804,823,825,906,56,49,77,6,3,0,30.14,24,30
12,11,3,6,53,137,25,92,363,1146,1283,1308,1238,1367,61,55,81,11,6,0,30.18,27,26
1,3,5,6,70,2,9,79,190,396,398,407,475,469,47,43,86,11,3,0,30.18,32,23
1,7,2,6,56,-14,25,126,710,360,346,371,486,464,48,43,83,5,7,0,30.23,28,24
12,6,5,7,67,14,14,96,447,1020,1034,1048,1116,1122,60,51,72,11,16,0,29.91,23,38
11,30,6,7,23,61,47,370,2565,1080,1141,1188,1270,1323,53,45,74,3,23,31,29.81,34,26
12,1,7,3,36,165,28,89,337,1185,1350,1378,1274,1431,55,51,86,3,10,0,29.94,28,20
1,14,2,0,58,-13,32,393,2521,495,482,514,708,687,53,40,61,15,9,0,30.25,31,43
1,22,3,6,1,44,28,77,250,705,749,777,782,818,55,50,83,6,7,0,30.21,34,30
11,2,6,6,24,-13,30,65,158,613,600,630,678,657,65,39,39,6,3,0,30.09,40,17
12,5,4,6,7,-8,25,120,522,998,990,1015,1058,1042,55,52,89,6,10,0,30.01,24,25
12,21,6,3,72,-9,31,131,599,670,661,692,741,724,62,42,48,0,0,0,29.93,36,34
12,23,1,7,36,-11,25,100,337,485,474,499,585,566,50,43,77,5,3,0,29.93,34,49
12,1,7,7,59,87,45,129,651,831,918,963,900,979,55,52,89,3,17,0,29.84,41,29
12,3,2,0,54,-2,14,291,1846,415,413,427,586,576,56,51,84,10,8,0,30.11,32,52
11,15,5,7,28,-5,13,295,2398,835,830,843,1250,1237,56,53,90,15,14,0,30.14,24,41
12,9,1,6,26,85,42,155,733,420,505,547,575,652,55,50,83,1,5,0,30.2,43,24
12,25,3,1,71,102,28,137,679,1175,1277,1305,1312,1406,50,41,71,6,22,0,29.77,34,16
12,26,4,6,7,-11,15,121,522,689,678,693,750,731,55,37,51,5,3,0,29.91,39,38
11,7,4,8,36,23,31,90,337,630,653,684,720,735,59,50,72,5,3,0,30.09,37,40
1,21,2,6,64,93,26,119,462,620,713,739,739,824,58,48,70,9,15,0,30.08,29,27
1,13,1,4,18,-9,14,184,967,661,652,666,785,768,55,43,64,15,13,0,30.2,39,37
1,9,4,6,70,7,43,79,190,619,626,669,698,697,54,45,72,4,18,0,30.04,34,42
11,19,2,0,33,4,28,407,2586,980,984,1012,1207,1203,55,48,77,15,16,23,29.6,23,38
12,25,3,8,35,1,27,95,414,465,466,493,560,553,48,43,83,11,6,0,29.84,34,48
12,17,2,7,28,-8,27,309,2398,945,937,964,1374,1358,50,40,68,10,6,0,29.98,26,24
12,21,6,1,57,-1,36,112,550,360,359,395,472,463,52,48,86,3,8,0,29.99,30,24
12,3,2,3,33,107,51,416,2586,580,687,738,816,915,59,52,78,0,0,0,29.96,22,34
1,6,1,6,76,-3,23,51,66,379,376,399,430,419,45,40,82,12,5,0,30.49,30,9
11,14,4,3,71,160,30,138,679,450,610,640,588,740,61,52,72,12,10,0,30.08,37,39
1,23,4,6,62,-12,20,98,421,720,708,728,818,798,57,49,74,0,0,0,30.15,32,30
12,2,1,1,35,41,10,103,414,1195,1236,1246,1298,1331,56,51,84,0,0,0,30.12,32,28
1,24,5,1,36,11,39,94,337,480,491,530,574,577,54,49,83,3,6,0,30.19,39,49
11,18,1,1,71,-10,52,140,679,760,750,802,900,882,66,55,68,1,6,0,29.85,31,32
11,15,5,0,13,0,51,348,2296,686,686,737,854,846,66,54,65,15,18,0,30.15,29,31
12,6,5,7,75,141,22,273,1735,1152,1293,1315,1305,1438,55,53,93,3,13,0,29.95,22,20
1,20,1,3,71,0,12,131,679,918,918,930,1049,1041,56,44,64,1,3,0,30.01,20,28
12,21,6,7,71,-6,16,140,679,435,429,445,575,561,54,47,77,1,8,0,30.01,34,49
11,25,1,8,18,8,32,165,967,1325,1333,1365,1430,1430,52,38,59,16,8,0,30.08,25,20
12,29,7,6,62,11,36,90,421,1220,1231,1267,1310,1313,52,49,89,5,14,0,30.0,22,43
1,12,7,7,43,106,54,400,2585,1090,1196,1250,1310,1408,53,45,74,13,9,0,30.16,22,18
12,19,4,6,62,90,21,90,421,1220,1310,1331,1310,1392,53,49,86,9,3,0,30.24,30,23
11,27,3,7,40,-1,26,362,2446,533,532,558,715,706,50,38,63,16,10,0,29.54,33,44
12,12,4,7,75,52,19,273,1735,1152,1204,1223,1305,1349,59,55,87,8,6,0,30.26,29,26
1,24,5,1,71,6,16,135,679,1095,1101,1117,1230,1228,57,53,87,15,10,0,30.14,29,42
12,23,1,7,14,-5,33,326,2120,437,432,465,583,570,50,43,77,5,3,0,29.93,34,49
12,14,6,1,36,-10,23,91,337,990,980,1003,1081,1063,55,43,64,17,12,0,30.02,19,20
1,16,4,1,40,5,17,369,2446,1145,1150,1167,1334,1331,48,40,74,0,0,0,30.05,29,20
12,21,6,6,9,-8,14,95,326,430,422,436,525,509,52,48,86,3,10,0,29.99,49,35
1,14,2,7,54,65,25,304,1846,1219,1284,1309,1403,20,50,39,66,3,10,0,29.89,5,8
12,7,6,0,33,39,29,406,2586,1275,1314,1343,61,92,55,53,93,3,7,0,29.93,1,1
11,6,3,0,19,0,14,228,1464,1239,1239,1253,1347,1339,50,48,93,16,10,0,30.02,28,27
11,30,6,1,67,14,19,100,447,440,454,473,540,546,48,40,74,10,12,0,29.97,39,50
11,8,5,0,36,65,47,97,337,495,560,607,592,649,58,51,78,4,6,0,30.19,44,22
1,16,4,1,71,-6,15,138,679,390,384,399,528,514,47,42,83,15,24,33,29.76,52,31
12,2,1,8,16,83,7,235,1476,1290,1373,1380,1405,40,56,51,84,3,6,0,29.9,12,9
11,8,5,0,59,41,55,132,651,522,563,618,594,627,56,50,80,6,5,0,30.2,44,22
1,9,4,7,28,-4,23,299,2398,480,476,499,899,887,53,44,71,5,12,0,30.11,33,32
12,25,3,7,30,7,13,262,1635,1006,1013,1026,1148,1147,54,43,66,5,24,0,29.7,24,37
12,13,5,1,33,-12,55,407,2586,420,408,463,647,627,56,52,87,16,9,0,30.24,43,24
12,22,7,6,56,106,17,126,710,733,839,856,859,957,53,44,71,15,14,0,29.81,24,27
1,1,3,7,38,16,14,307,2447,865,881,895,1292,1300,55,51,86,15,18,26,30.1,25,48
12,12,4,7,54,1,94,290,1846,560,561,655,730,723,58,56,93,6,7,0,30.27,36,40
11,19,2,5,28,0,46,310,2398,895,895,941,1325,1317,54,46,75,15,15,0,29.58,19,41
11,8,5,7,28,-9,34,296,2398,480,471,505,896,879,58,49,72,16,20,0,30.14,29,30
1,10,5,1,48,11,22,300,1911,1155,1166,1188,1335,1338,50,43,77,11,5,0,30.3,29,22
12,31,2,7,50,-8,17,297,2338,1323,1315,1332,300,284,44,40,85,0,0,0,30.12,0,2
1,12,7,6,75,92,25,300,1735,1053,1145,1170,1233,1317,52,44,74,12,7,0,30.16,17,40
12,2,1,7,50,4,11,294,2338,941,945,956,1355,1351,56,51,84,11,3,0,30.12,32,28
12,13,5,7,30,49,19,260,1635,1205,1254,1273,1345,1386,57,54,89,16,13,0,30.08,22,20
12,1,7,0,54,0,17,279,1846,415,415,432,574,566,56,50,80,3,17,0,29.88,36,50
12,8,7,8,67,42,17,95,447,1220,1262,1279,1315,1349,53,51,93,15,5,0,30.1,31,26
11,4,1,1,71,-7,22,129,679,1295,1288,1310,1424,1409,50,47,89,15,9,0,30.0,26,24
12,9,1,7,67,36,28,96,447,951,987,1015,1047,1075,56,47,72,15,10,0,30.17,23,25
12,19,4,1,67,39,34,99,447,1240,1279,1313,1339,1370,56,49,77,9,5,0,30.23,34,26
1,14,2,3,72,-2,22,138,599,676,674,696,754,744,56,40,55,15,13,0,30.22,39,37
12,22,7,0,43,0,32,392,2585,1100,1100,1132,1312,1304,49,44,83,8,6,0,29.88,22,43
12,24,2,7,50,-5,17,297,2338,965,960,977,1382,1369,50,42,74,12,9,0,29.88,29,21
12,13,5,8,75,8,16,275,1735,615,623,639,770,770,59,52,78,17,5,0,30.16,36,42
1,8,3,1,33,-5,30,411,2586,445,440,470,676,663,56,46,69,16,12,0,30.13,33,43
11,26,2,6,19,3,16,258,1464,892,895,911,1030,1025,48,42,80,10,18,0,29.68,22,25
11,30,6,7,6,-2,14,313,1969,395,393,407,588,578,48,40,74,10,12,0,29.97,39,50
11,18,1,4,18,-17,29,179,967,688,671,700,807,782,65,54,68,1,5,0,29.87,40,29
12,1,7,8,18,275,23,165,967,950,1225,1248,1055,1322,56,51,84,3,15,0,29.93,38,30
12,3,2,7,30,-5,28,259,1635,1005,1000,1028,1144,1131,55,52,89,0,0,0,29.94,21,36
1,5,7,1,8,-4,30,419,2704,490,486,516,729,717,56,42,60,14,3,0,30.54,31,36
1,19,7,6,53,-4,10,98,363,652,648,658,750,738,53,38,57,3,6,0,30.11,34,33
11,26,2,1,50,51,12,291,2338,800,851,863,1211,1254,50,46,86,17,9,0,29.56,26,39
12,13,5,6,42,13,47,89,329,1086,1099,1146,1175,1180,58,48,70,13,6,0,30.1,27,35
11,5,2,7,36,-6,52,87,337,1365,1359,1411,12,1438,50,47,89,15,9,0,30.0,22,17
1,20,1,6,64,-6,9,119,462,360,354,363,479,465,49,41,74,9,3,0,30.03,27,26
1,16,4,0,43,49,41,393,2585,1099,1148,1189,1312,1353,48,40,74,0,0,0,30.05,29,20
11,6,3,7,29,-2,15,356,2419,1335,1333,1348,71,61,50,48,93,15,15,0,30.02,1,3
1,21,2,0,19,15,50,240,1464,1139,1154,1204,1259,1266,56,51,84,11,6,0,30.15,17,38
12,15,7,7,67,-7,25,102,447,375,368,393,477,462,50,39,66,15,15,0,30.18,24,23
1,16,4,1,71,73,17,138,679,540,613,630,678,743,48,43,83,10,18,0,29.8,41,38
1,6,1,7,54,-1,32,286,1846,600,599,631,766,757,56,42,60,14,3,0,30.43,38,35
11,13,3,6,62,-17,12,90,421,1220,1203,1215,1310,1285,56,49,77,8,5,0,29.98,22,46
12,19,4,1,54,46,52,303,1846,1055,1101,1153,1238,1276,56,50,80,10,3,0,30.24,22,45
1,10,5,6,19,27,30,260,1464,913,940,970,1053,1072,54,44,69,15,15,0,30.28,21,26
11,23,6,6,62,-8,22,102,421,590,582,604,692,676,61,49,64,5,3,0,30.2,33,41
12,9,1,6,42,58,33,86,329,638,696,729,724,774,55,50,83,1,8,0,30.16,34,41
12,6,5,6,56,-8,11,135,710,360,352,363,495,479,58,51,78,3,13,21,30.01,26,23
12,20,5,7,23,6,27,394,2565,965,971,998,1179,1177,55,48,77,8,5,0,30.13,25,37
11,30,6,2,33,241,36,399,2586,929,1170,1206,1148,1381,56,46,69,10,22,0,29.84,33,27
12,23,1,6,57,73,103,112,550,445,518,621,557,622,50,44,80,0,0,0,29.92,41,24
11,30,6,2,8,-5,33,409,2704,620,615,648,849,836,50,43,77,3,22,0,29.89,37,23
11,3,7,1,48,-17,20,285,1911,1210,1193,1213,1375,1350,57,49,74,16,9,0,29.96,34,26
1,26,7,3,3,0,18,337,2139,1282,1282,1300,1439,1431,53,45,74,15,18,0,30.33,21,16
12,7,6,1,35,-2,38,100,414,910,908,946,1010,1000,62,55,78,12,25,40,29.88,36,24
12,2,1,6,0,-4,27,175,896,360,356,383,475,463,56,50,80,10,9,20,29.99,27,27
12,18,3,1,35,-9,27,100,414,760,751,778,860,843,56,51,84,11,14,0,29.95,31,34
11,5,2,1,4,-4,15,241,1504,915,911,926,1036,1024,56,48,75,16,15,0,29.97,22,23
12,3,2,6,53,-6,13,92,363,730,724,737,822,808,60,51,72,2,5,0,29.98,39,24
12,6,5,6,69,265,32,79,262,1008,1273,1305,1087,1344,55,53,93,3,14,0,29.95,30,25
12,27,5,7,36,-1,24,100,337,485,484,508,585,576,50,43,77,6,3,0,30.1,34,49
1,1,3,8,36,60,34,85,337,1225,1285,1319,1310,1362,53,50,89,15,23,0,30.09,31,24
1,13,1,7,35,-9,93,106,414,714,705,798,820,803,55,42,62,15,10,0,30.19,33,30
11,25,1,7,74,-10,29,101,372,415,405,434,516,498,57,43,59,8,7,0,30.1,48,27
11,9,6,7,57,31,29,114,550,450,481,510,564,587,53,50,89,0,0,0,30.16,36,46
1,5,7,8,67,-7,20,95,447,1040,1033,1053,1135,1120,52,47,83,15,12,0,30.5,27,37
1,24,5,0,59,20,48,133,651,541,561,609,614,626,55,50,83,0,0,0,30.19,42,17
11,30,6,1,71,34,38,142,679,480,514,552,622,648,51,41,68,3,10,0,29.97,37,24
12,18,3,6,74,260,26,95,372,680,940,966,775,1027,55,50,83,9,6,0,30.0,21,26
12,18,3,0,19,-1,51,241,1464,1253,1252,1303,1374,1365,53,50,89,12,5,0,30.08,30,23
12,12,4,6,72,18,10,132,599,1047,1065,1075,1119,1129,59,56,90,1,5,0,30.27,23,37
1,14,2,3,8,-4,16,427,2704,460,456,472,707,695,53,40,61,15,9,0,30.25,31,43
12,1,7,8,53,14,13,85,363,360,374,387,445,451,56,49,77,3,15,0,29.85,24,28
12,2,1,1,71,126,35,142,679,480,606,641,622,740,56,52,87,6,9,0,30.03,38,41
12,13,5,7,18,2,17,163,967,1330,1332,1349,1433,1427,57,53,87,15,13,0,30.09,22,20
1,5,7,7,35,-5,12,100,414,360,355,367,460,447,45,39,80,0,0,0,30.54,32,26
12,9,1,1,28,26,30,315,2398,935,961,991,1370,1388,55,46,72,0,0,0,30.21,23,19
12,7,6,8,67,146,17,100,447,580,726,743,680,818,62,55,78,9,23,38,29.87,42,23
12,25,3,0,36,23,45,92,337,1200,1223,1268,1292,1307,50,43,77,6,29,0,29.71,20,44
1,6,1,7,20,-4,10,326,2079,430,426,436,576,564,51,42,71,4,14,0,30.51,36,48
12,16,1,7,67,-8,18,102,447,483,475,493,585,569,50,39,66,10,6,0,30.36,35,49
1,17,5,7,54,35,36,289,1846,965,1000,1036,1134,1161,52,39,61,0,0,0,30.27,21,31
1,21,2,7,4,-12,36,240,1504,900,888,924,1020,1000,56,51,84,11,12,0,30.09,33,29
1,3,5,3,8,2,19,425,2704,460,462,481,705,699,55,47,74,5,6,0,30.21,36,39
1,27,1,6,77,62,40,132,587,737,799,839,809,863,59,49,69,14,6,0,30.35,32,32
1,9,4,7,67,-6,16,100,447,1148,1142,1158,1248,1234,48,41,77,10,3,0,30.16,32,39
1,27,1,6,74,11,19,97,372,535,546,565,632,635,56,50,80,2,5,0,30.42,42,17
12,3,2,6,24,-4,22,65,158,530,526,548,595,583,56,51,84,10,8,0,30.11,32,52
1,23,4,6,62,10,35,109,421,476,486,521,585,587,53,47,80,3,3,0,30.24,37,50
11,25,1,8,35,6,21,100,414,575,581,602,675,673,63,33,33,4,14,0,30.08,36,41
11,5,2,7,36,-8,28,98,337,480,472,500,578,562,59,51,75,6,5,0,30.07,35,52
1,12,7,6,63,-16,6,69,199,615,599,605,684,660,54,41,62,16,15,0,30.22,31,41
1,13,1,6,1,-7,6,77,250,1137,1130,1136,1214,1199,54,45,72,9,8,0,30.15,23,32
11,2,6,6,62,-6,22,90,421,370,364,386,460,446,56,45,67,0,0,0,30.14,31,22
12,21,6,7,30,1,18,268,1635,382,383,401,530,523,52,48,86,3,10,0,29.99,49,35
12,22,7,7,35,28,47,105,414,796,824,871,901,921,53,44,71,15,14,0,29.81,24,27
12,9,1,6,70,113,36,73,190,1086,1199,1235,1159,1264,55,46,72,8,6,0,30.21,17,44
12,8,7,3,3,10,11,328,2139,1029,1039,1050,1177,1179,54,51,90,16,16,0,30.06,27,35
12,12,4,0,13,11,16,345,2296,909,920,936,1074,1077,59,56,90,1,5,0,30.27,24,25
11,9,6,6,72,-8,39,145,599,420,412,451,505,489,50,48,93,12,5,0,30.17,43,30
12,14,6,8,41,145,7,285,1855,1020,1165,1172,1185,1322,50,44,80,8,12,0,30.05,20,19
1,12,7,6,72,4,30,125,599,980,984,1014,1045,1041,53,42,66,15,14,0,30.15,23,24
11,10,7,1,67,-4,30,100,447,710,706,736,810,798,61,52,72,5,3,0,29.99,38,29
12,13,5,7,3,21,17,327,2139,443,464,481,590,603,56,52,87,16,9,0,30.24,43,24
12,13,5,2,25,23,23,389,2584,1155,1178,1201,1364,1379,57,54,89,16,13,0,30.08,30,27
12,9,1,3,36,6,24,87,337,1050,1056,1080,1137,1135,55,47,74,16,6,0,30.18,24,37
12,9,1,6,9,69,28,89,326,845,914,942,934,995,56,47,72,15,10,0,30.17,40,29
11,27,3,6,19,13,41,255,1464,1175,1188,1229,1310,1315,44,37,76,11,5,0,29.55,22,46
12,6,5,7,30,13,32,260,1635,730,743,775,870,875,64,48,56,11,15,35,29.93,30,32
12,30,1,7,34,-5,14,304,2367,947,942,956,1371,1358,50,45,83,15,7,0,30.11,33,27
11,27,3,7,18,-3,18,163,967,1355,1352,1370,18,7,44,37,76,11,8,0,29.56,10,7
11,24,7,6,51,-5,22,245,1384,470,465,487,595,582,59,49,69,4,3,0,30.2,38,51
1,5,7,6,9,-8,13,95,326,430,422,435,525,509,48,40,74,0,0,0,30.56,50,30
11,30,6,7,54,5,62,290,1846,774,779,841,944,941,49,43,80,10,23,0,29.87,23,33
12,13,5,6,53,-8,11,92,363,1146,1138,1149,1238,1222,56,51,84,13,8,0,30.1,24,38
1,12,7,7,54,70,48,289,1846,965,1035,1083,1134,1196,50,43,77,17,7,0,30.15,24,30
1,13,1,7,59,-14,25,127,651,1172,1158,1183,1239,1217,54,45,72,9,8,0,30.15,30,40
12,1,7,3,33,269,22,412,2586,1135,1404,1426,1367,188,55,50,83,3,6,0,29.93,0,0
1,6,1,3,3,9,15,332,2139,912,921,936,1064,1065,57,37,47,7,5,0,30.38,20,25
1,6,1,7,54,-2,23,278,1846,510,508,531,668,658,55,42,62,2,3,0,30.46,41,28
1,16,4,3,33,69,42,410,2586,580,649,691,810,871,50,42,74,11,10,0,29.83,32,32
12,23,1,5,28,-10,15,310,2398,1330,1320,1335,320,302,41,39,93,17,3,0,29.89,8,2
11,4,1,7,36,-6,47,87,337,1365,1359,1406,12,1438,56,49,77,15,13,0,29.96,26,24
12,17,2,1,33,179,90,407,2586,420,599,689,647,818,54,38,55,0,0,0,30.1,41,24
1,21,2,7,54,176,59,297,1846,693,869,928,870,1038,55,52,88,11,12,0,30.1,23,23
