,TAXI_OUT
10152,26
26666,12
13642,40
27715,19
24375,16
28819,15
3010,14
6202,25
28458,16
14356,38
23211,22
9196,17
9362,23
3906,14
19373,27
10187,32
28257,29
22948,15
3518,15
14576,32
6118,20
10475,17
13381,16
14344,27
25829,19
11441,14
3328,15
4790,18
24564,25
13265,15
7337,14
10338,17
18781,13
14477,27
26791,15
6955,15
4522,11
21679,20
5868,36
23449,16
8994,15
11286,24
6644,20
26698,34
19280,23
4546,18
3232,10
3303,17
7994,19
12924,21
22466,38
22198,30
21774,25
9884,13
27027,26
25973,19
16244,13
18687,17
4707,17
197,18
3407,25
1525,15
27616,14
1794,10
7833,20
860,14
23168,15
8008,14
11878,28
9128,15
28700,19
15340,28
13319,26
10099,38
1316,30
20958,15
16446,29
17152,20
11505,15
28813,21
9049,13
13789,20
408,14
3986,20
19068,12
3819,10
15182,17
221,26
5739,14
17387,21
22777,23
7455,17
21716,18
23246,17
25659,21
24624,32
7483,20
4700,13
28342,17
12,24
20038,17
626,34
10319,31
12187,34
10630,27
21457,14
19831,28
26147,19
6956,16
8865,33
12883,23
18525,30
8538,24
25148,20
23614,18
13129,33
5595,16
25417,20
20287,13
21761,20
644,15
4836,16
21918,12
9833,27
9712,27
9392,23
1965,13
2198,30
21049,36
24604,22
14622,27
9967,40
9399,17
14178,25
10996,26
17868,37
5027,17
15263,19
14161,14
13710,15
27945,14
21186,22
25276,23
26646,21
15483,27
25193,13
21950,14
27571,14
13246,25
10194,38
13519,33
10737,27
18546,27
1448,15
15858,18
28166,31
17403,26
21404,35
21936,19
23541,15
9197,27
11848,35
24717,16
7645,18
5235,17
9298,16
23516,16
27871,15
18501,29
15069,28
15131,38
7219,16
15067,24
26609,23
7758,17
10871,20
20286,16
24856,15
20662,13
6601,25
2446,22
13256,24
2079,15
8366,29
14058,16
3919,26
14897,22
2548,29
3822,11
10352,24
15514,21
18684,13
19750,26
23160,25
26873,17
22,34
16216,32
12416,16
22468,31
19223,12
17324,35
13111,18
8175,15
5454,10
19333,14
12797,11
1802,14
22786,21
27373,17
12631,39
23556,20
25976,12
26591,28
6954,13
6128,17
3509,18
19978,30
9222,18
24876,11
7657,27
3836,30
12546,39
4108,12
18804,10
9586,18
12603,19
21867,16
10998,21
15316,14
6977,34
3186,16
5802,21
24054,19
2536,14
20657,17
18206,19
17713,29
8045,31
14681,23
25046,17
16686,17
18837,22
2078,13
14349,21
28470,21
26278,16
13777,31
28299,28
23724,27
26883,20
1586,20
7055,38
5234,15
10752,14
22050,11
9183,17
5485,16
6851,19
28362,16
12662,13
6894,19
3908,18
25770,23
1631,16
25101,21
1234,28
12644,14
7508,25
22759,16
6823,18
3424,21
11981,22
5135,19
1621,19
3101,16
24746,26
13668,24
17229,13
24560,31
9374,31
1110,20
764,10
25157,20
22559,33
9963,31
8605,20
14133,17
10500,15
7780,21
18639,39
13135,30
394,22
23436,22
337,14
15737,10
23279,14
1370,20
6582,14
10049,32
21079,29
10366,20
25556,35
15093,23
23458,18
7709,23
19277,21
28569,13
25380,14
2109,17
28415,21
1857,14
2416,22
20456,25
3979,35
20817,11
11452,15
8694,21
7667,24
2949,16
10335,17
1171,25
9373,39
4724,19
13567,13
18686,21
14046,29
6480,16
14988,16
5511,31
11015,25
1634,19
1890,16
24802,13
3315,22
19848,16
21326,28
18095,18
23394,13
18299,22
11120,15
21062,22
25156,14
13913,40
15820,35
26107,31
3501,21
13257,23
22448,22
4228,16
12336,15
25246,19
19489,28
11222,9
17984,14
15524,25
14333,35
13099,19
21005,14
6319,17
12450,18
19903,20
21897,15
27917,10
6957,12
3503,15
2694,32
25141,21
4301,17
5827,17
4231,21
23713,13
18386,26
4626,15
4114,23
24362,16
23240,24
23562,21
2535,28
366,16
12041,15
11331,15
4904,15
24969,25
245,14
18068,22
19892,15
20721,10
12966,17
25,24
917,11
312,19
8860,30
25842,31
7499,24
2563,14
15479,28
6966,14
15731,10
9061,19
23883,28
12543,22
27690,19
3301,24
8243,10
9916,32
25555,34
22045,18
22253,25
11132,17
6861,22
6629,15
28582,15
11373,23
12099,21
24511,37
22663,19
3368,19
17430,32
27562,14
9877,27
20863,16
28060,24
11810,19
2990,15
15823,15
11863,24
26689,24
152,11
6932,23
25834,17
19247,14
1590,34
27406,23
5946,19
19398,18
22289,19
24429,32
18946,23
5547,28
20454,18
19065,14
4565,17
16433,14
22081,18
20542,27
3406,20
25108,27
13596,18
3614,24
24123,24
18089,29
14034,15
27188,21
4377,27
9152,16
22794,25
6086,18
19146,17
12993,16
13435,19
10663,25
18663,17
24800,13
1495,14
8323,28
13221,22
25067,18
2775,14
27389,26
20870,14
3367,14
22982,25
15095,20
26817,19
25333,16
23819,24
12113,29
23217,15
19607,16
25029,23
590,13
22097,25
24344,25
17775,18
13877,26
20822,13
26389,14
15913,23
11587,18
13233,15
3362,22
24664,13
12544,19
4003,18
6002,13
23025,21
15156,41
11183,26
3044,12
10497,28
8398,25
19884,16
24527,23
14841,32
22412,13
8453,14
27659,27
16339,16
19290,22
28195,30
8625,25
26990,19
21379,15
20982,20
28133,17
25138,27
5495,16
24721,15
13040,30
15410,20
10028,11
18995,14
21801,20
24046,17
7122,13
16037,26
23108,16
14960,21
4351,20
12430,11
10395,22
12475,12
17995,12
23852,21
20673,14
3246,13
2710,17
12531,37
23575,24
1333,14
20034,15
6172,36
1951,16
26769,37
28742,21
19941,15
16326,18
20740,16
3695,25
17547,22
23370,20
7140,13
12788,20
10237,23
18751,22
9189,16
23356,19
26593,32
27684,20
17344,22
26786,17
4491,22
12001,38
9923,35
15873,15
9407,13
10032,12
1663,13
26472,17
373,16
11172,20
12210,11
4589,10
17975,30
22970,18
18135,27
24844,15
20432,22
24133,20
10807,32
13377,29
4946,18
6496,29
703,11
518,23
25919,35
3894,18
23867,35
24394,16
23082,14
6747,16
28523,27
14946,19
9213,19
8926,11
1647,14
7165,31
19420,37
3408,27
1854,16
9402,16
8288,23
16027,24
28439,16
28200,30
3338,22
16248,18
11919,15
770,12
21983,14
12512,14
1396,13
4729,10
15955,23
8376,21
12188,29
24318,18
23793,23
26246,22
6348,18
18444,14
841,37
26033,15
27890,15
11594,18
16106,13
25948,20
13389,29
6947,13
28462,24
23930,38
16208,13
12716,13
15059,24
2632,25
7552,36
20998,23
8151,11
8594,15
15424,23
4116,21
1228,18
14258,13
23681,17
25980,13
12909,15
27328,33
22431,12
10471,18
15583,41
4971,13
26799,14
9009,13
17050,21
23251,17
20815,15
8769,27
22266,19
27794,18
7355,19
19167,30
982,11
7524,18
10785,19
27782,37
12596,25
6607,12
467,10
6667,24
13479,23
7557,37
28774,16
7425,16
21417,41
28030,15
2400,17
297,16
23186,17
12828,37
28520,21
23435,14
10046,35
13610,13
2380,20
22813,37
6263,15
22422,14
28062,10
8582,27
13659,19
24027,39
15423,13
10913,35
12584,16
26339,18
7834,24
6148,18
21644,13
20573,14
3738,13
26118,37
6694,20
28779,31
4140,18
1760,11
2703,20
19386,21
12832,28
19152,13
4668,8
26752,12
1580,11
27988,16
27727,32
22752,21
23689,40
15613,21
25885,36
14471,18
2655,10
10482,16
12841,19
11210,14
19970,34
15903,20
9095,19
12410,15
17468,28
18967,15
3943,15
2130,28
6866,15
190,13
2575,19
26163,15
12769,18
22569,22
13112,21
3642,35
24374,23
5733,21
16762,25
186,19
25983,17
24514,41
24807,17
25490,23
24282,17
27625,20
288,20
11227,22
22993,12
5254,20
19950,27
18413,24
11327,18
16576,21
15137,16
19038,17
5579,17
10164,23
21946,24
25898,21
20690,26
20275,27
8660,19
6440,15
17789,23
4661,11
5748,13
11250,17
1329,15
9206,26
23584,16
18023,16
25599,21
14172,16
14843,24
8193,21
6920,11
23376,17
15968,25
4805,17
2654,17
4414,25
7184,24
11345,21
21150,15
6543,21
19158,20
16310,27
8225,13
13988,37
12396,16
1485,13
7888,29
27543,11
7492,19
21197,19
11851,30
13224,18
7912,21
1442,14
1374,13
1933,26
14755,21
6004,17
27840,16
19897,18
10632,17
11166,14
2328,21
25797,20
27488,26
24997,21
14431,38
20880,26
26486,17
20362,27
9604,22
3705,31
25379,16
11876,26
15003,39
28254,33
9848,14
6205,15
5489,15
26112,15
24952,23
10210,22
12347,20
26036,19
14295,24
6108,16
6757,21
5341,14
18405,18
12928,25
11518,14
23351,25
14249,21
23806,16
14544,24
2547,27
11966,26
22968,27
28086,14
9522,20
26139,19
18971,15
14460,20
7703,35
21422,38
19788,32
14949,26
23840,14
23008,20
12441,16
8584,26
18707,16
27035,35
14657,16
8534,25
6073,17
992,19
4207,23
6238,13
1157,25
23525,14
5604,15
8337,21
6402,21
5406,26
363,24
3563,15
21074,26
2362,25
407,17
13353,20
28366,23
4718,17
9756,21
4820,13
6232,17
11164,15
3776,23
19917,26
17888,12
12776,17
6456,23
3257,18
771,19
16575,14
9103,33
15900,32
8751,22
17770,28
25511,39
7163,21
27066,14
26483,18
10598,14
10069,23
24793,23
2958,14
6807,19
18929,13
1788,22
16183,15
22591,19
26548,15
23157,10
13590,15
1835,19
10174,25
26614,22
2845,20
12418,14
1067,24
19133,20
4061,16
24605,24
4014,18
16325,21
851,18
4105,17
28219,19
26478,16
16296,26
28247,14
17125,31
3706,17
11376,13
4064,19
25816,19
12377,19
4587,16
12542,24
13401,37
9460,15
9369,15
18891,20
17782,18
15401,15
19265,17
17256,15
203,14
580,16
23199,21
16750,24
7936,13
10357,36
21611,20
3892,16
23197,19
26464,24
6642,14
26560,33
7575,31
21177,20
19873,25
22018,17
19796,18
3080,17
25022,13
13451,27
24581,41
23557,16
3914,34
13923,29
13467,21
25172,32
27764,21
20377,31
16800,13
23756,15
11280,20
28464,24
14321,22
18627,40
8637,18
16350,14
8764,14
25405,14
4343,23
14704,18
18425,19
11296,29
5769,21
14799,13
5145,11
14484,19
17063,21
11525,25
2597,16
17990,12
7040,24
1471,15
27559,16
25409,13
20523,24
22428,16
12288,16
23573,29
7844,22
2898,24
12896,24
22642,22
3100,13
17515,22
11797,23
3531,18
6499,18
8525,19
1455,18
24993,14
12073,17
15155,37
18735,18
13784,23
13400,30
4454,23
16549,19
14089,17
28236,23
8721,29
17285,10
3390,16
9154,13
13269,21
7326,29
8864,24
9000,14
11415,24
11098,14
21410,33
15828,41
6953,11
20005,26
20063,14
5753,14
22647,15
20744,33
19570,16
4694,22
13921,36
14439,20
22262,21
8490,20
16024,23
9846,19
7850,21
7986,24
14847,20
2067,16
19596,25
4041,22
8129,17
1702,19
27854,28
5410,14
14860,25
11501,22
7234,23
14750,26
19571,21
17657,13
25142,25
26492,16
24572,22
27023,14
3298,19
15359,32
16706,27
4209,17
17947,27
13622,23
2565,24
21061,19
23794,19
12216,23
23498,32
14929,16
11423,22
7212,33
21842,21
26706,34
14204,16
4782,31
23248,23
22216,7
26072,16
21245,19
16303,14
1498,17
2593,20
14180,19
12169,24
1034,34
1353,14
7248,33
12552,30
3310,11
14568,35
3150,11
2367,22
12927,10
2673,30
27870,11
25862,26
24212,19
13177,20
11824,20
21706,32
25870,19
27280,21
7841,21
3329,19
24504,38
40,10
18749,29
18266,33
838,16
688,25
18038,39
15550,29
12294,15
22191,30
4315,24
3714,21
12851,20
8635,32
17318,17
13259,17
15080,20
18680,30
7677,20
22474,30
11416,21
6944,23
12018,21
27223,22
11448,19
21467,17
24841,19
25966,10
20303,29
9621,26
5762,24
20655,31
9653,18
6446,27
1850,30
9475,19
15266,36
9242,19
28229,24
28000,24
23617,15
26695,21
4804,25
23868,31
20885,22
25768,17
11820,32
6624,22
822,22
17385,25
17834,17
3815,23
14035,20
17328,25
17537,24
3221,22
6930,14
28601,18
6951,18
13388,19
18370,35
17916,22
7144,31
22442,18
20052,20
15798,18
27728,13
6819,20
1986,18
6525,12
18210,35
17021,30
21830,21
15094,22
2250,34
4259,19
25585,10
4213,16
26134,31
27987,24
27088,25
136,14
10965,31
5206,24
7771,15
10631,13
26419,21
18643,33
21437,27
2681,21
25011,18
9105,21
19572,11
28110,15
17616,15
1679,15
19697,13
17308,19
5904,16
25856,23
26409,18
28189,28
25804,26
1843,16
19579,21
23700,15
10878,24
27763,17
25553,26
14160,13
2944,19
784,10
20403,14
6722,13
16443,26
4306,27
26390,19
4969,15
9090,24
25369,14
20093,21
14003,29
15693,22
25335,15
1318,28
8087,13
15655,33
385,16
23250,15
22459,28
18637,40
24894,32
6428,11
6313,22
27003,9
15523,26
21071,34
8814,14
11169,16
24988,19
25743,26
23986,29
20753,15
14327,19
19793,18
24718,15
4822,18
24067,15
3136,18
157,16
6175,10
10432,30
13216,17
26617,36
7398,21
485,27
13444,13
10741,19
14776,17
13669,29
21538,16
9871,18
14883,27
4706,26
5308,20
25852,27
23605,16
27620,16
4604,19
9162,27
6165,13
9413,16
2883,16
18923,24
25444,26
19141,19
14135,22
11879,33
21682,14
7110,14
11220,17
20851,26
725,18
8832,15
5669,26
16738,20
16735,24
19990,16
8056,15
19458,18
66,17
4429,16
20238,15
1689,26
27753,14
24107,28
20443,16
22714,14
3967,18
3603,26
2787,23
18962,15
13376,21
5152,17
8449,24
25886,26
4731,15
6001,19
24935,33
7952,21
28377,29
3331,22
20071,27
10780,26
3485,16
9678,15
16059,35
15630,18
11817,18
19184,28
23075,22
14516,14
5408,28
13806,19
11068,26
9265,14
8683,19
1946,23
20217,26
17920,23
4036,15
28652,26
10509,14
23625,20
23941,25
15405,15
19639,19
10326,29
4539,12
28591,17
15097,14
6854,19
10882,27
10273,36
23457,16
24870,13
3754,25
7395,25
25084,19
11884,39
8649,22
15390,23
6441,17
8199,28
18311,17
12011,21
24059,26
3969,24
5262,20
27126,16
3089,12
19677,17
18775,26
12398,14
21276,23
547,19
25724,15
24662,18
14197,22
21310,28
14561,17
28227,20
27918,19
8184,37
12106,21
16998,18
8866,39
24361,15
4049,17
11013,16
310,16
8554,15
17112,18
6335,17
17577,13
28316,24
2178,40
21090,31
663,18
23572,21
27440,16
7922,19
20043,13
14368,33
7600,14
25991,21
26496,18
6135,21
26021,15
18798,30
13571,19
979,19
4984,27
907,10
21743,19
16254,15
20864,16
12514,21
23927,38
10917,39
281,16
8022,33
25942,15
7058,19
23542,18
23839,22
14920,15
13978,12
9525,24
24665,19
10589,18
17301,20
24405,13
5098,24
25677,33
13830,17
20653,28
28538,39
26313,15
5267,16
17829,8
28021,26
6620,26
15942,23
23719,19
24770,23
1022,25
21835,17
10740,39
12065,24
17421,19
5431,19
6218,16
21416,33
12098,18
17089,14
12770,19
28180,16
6318,12
24642,24
24319,11
15487,15
11932,16
18053,18
22037,10
22976,15
21993,16
14752,17
4590,13
8427,15
12289,18
14875,31
6912,23
222,16
13115,26
900,16
22192,28
3652,23
12400,27
26244,36
3565,19
11667,20
14267,16
2032,24
11291,21
16009,22
18512,39
616,25
14889,19
25001,12
15402,17
23800,16
18500,25
13279,19
3395,13
6602,29
9307,18
7664,30
10154,39
10019,18
15013,19
2868,14
19282,31
27569,19
21827,22
18860,17
21340,14
8244,13
8352,25
24546,12
6556,16
19251,16
13501,17
19767,25
12295,17
21133,23
28194,31
4574,13
15884,18
1826,30
11178,19
6672,16
21634,22
10561,22
380,15
16331,13
15510,24
14915,19
8080,17
19797,24
10647,29
3837,30
25418,16
20018,21
6761,19
7131,15
11045,15
16767,27
8204,12
16789,15
20575,13
17498,24
1493,21
28266,10
10529,26
17844,17
19474,16
9137,17
3718,17
17347,29
16773,17
28199,29
14900,33
26597,34
27038,30
21683,21
24999,17
25056,20
24364,9
11770,23
19082,28
15143,21
1126,19
25339,18
6169,13
5105,25
22956,24
15596,28
9705,23
21301,17
11503,12
1035,32
9367,18
27720,22
8224,14
5183,21
11976,14
12022,18
9145,26
23659,26
28668,22
5055,15
6770,14
19344,19
22633,15
21718,21
25016,25
7458,18
9786,20
24882,40
10076,23
10000,18
24660,9
3139,25
17477,24
21111,20
24321,20
25297,24
13185,18
15209,27
27160,17
15502,14
15090,21
13715,16
7485,25
9831,21
19384,16
12224,26
5481,26
12708,11
20491,26
16866,14
12486,13
28278,14
8097,12
1588,15
13179,13
13436,18
24457,13
27417,18
2066,16
16385,13
19564,15
4269,24
21039,21
1934,18
17192,27
8274,27
4669,11
16882,16
11521,21
6404,19
11960,37
19699,29
23560,15
3985,21
4736,26
14259,19
8803,34
23919,29
12014,14
13685,13
24707,22
4954,19
12270,12
15064,29
5223,13
10080,19
20010,15
9641,13
4445,17
16854,16
5096,29
2369,22
12642,14
28260,28
10286,21
23899,13
16061,17
26227,28
24913,14
22511,9
15246,22
26656,15
3391,15
21315,23
483,23
15575,22
11691,11
24652,18
2914,27
21796,20
6940,15
10447,19
5608,18
6779,36
25182,16
15532,19
20893,21
13079,31
3127,25
5097,31
6247,14
27288,20
19371,24
11235,27
9649,21
23711,12
16180,26
25349,12
17760,12
25894,21
16958,25
16733,22
20855,15
23501,26
7194,22
26986,19
28619,11
1491,17
862,24
118,18
5363,16
22698,20
18497,38
16415,11
10044,21
25348,16
14983,19
19342,10
20147,24
22205,17
22911,16
16699,14
20206,39
19425,17
801,14
15291,17
27022,13
17509,17
13851,30
1643,19
24702,29
20346,18
8400,24
12201,18
10563,34
20793,14
3581,22
4062,15
25806,21
20349,22
21697,21
18265,31
6067,10
15474,30
26738,15
9567,12
22479,36
816,19
2529,20
21971,18
22439,18
19748,28
24540,17
8487,27
24385,39
11468,16
13575,16
17394,26
2852,20
10770,29
27037,11
26444,18
22195,37
9790,29
26932,19
2414,14
19874,9
25740,30
17462,28
22179,12
20923,10
16371,22
7877,26
354,15
18997,15
13945,18
16598,22
26117,22
17716,17
23336,24
10300,31
16942,21
21510,14
2275,22
21453,17
12761,12
7644,27
17884,18
3831,33
10744,13
23171,12
23112,17
5065,27
23088,16
2413,19
11248,20
9564,24
11290,27
27463,15
13687,16
20830,17
17552,11
18274,29
19037,15
8057,13
23631,20
28507,29
11860,21
8436,13
17117,16
25304,16
11124,20
25344,38
23400,23
20988,18
4759,34
17613,25
15861,18
14655,30
18149,13
1709,18
23987,24
25689,13
22416,18
8028,17
28050,23
12348,23
17559,19
11585,18
22610,21
11485,22
12329,19
17490,19
12440,17
9966,41
2085,16
27882,19
7246,35
16324,18
5713,21
12076,14
2668,27
12968,13
18932,21
7820,18
10416,15
19653,17
20407,39
1213,20
14594,24
2585,19
2994,16
13515,17
22521,15
19225,19
14705,16
19202,26
18188,23
5421,22
24407,19
20400,19
27203,13
7798,38
16444,30
24890,12
7254,36
11634,19
3551,11
21219,21
19497,30
12685,22
26221,14
21791,25
8674,23
20713,18
3267,23
10698,25
9569,26
2947,15
17820,27
26314,19
28072,12
24468,18
5573,14
2792,14
15326,18
849,34
14969,33
8950,21
23252,14
28203,14
26920,15
26787,34
25910,17
25384,12
21154,37
13049,24
27216,20
9465,27
19159,19
4273,22
15030,18
19844,17
22452,15
9965,41
6685,29
19985,35
24814,22
9340,17
25098,26
22850,17
5173,12
6619,21
12093,20
27924,18
23130,19
2329,18
3029,14
15846,12
8149,13
27632,17
28759,22
5448,21
28611,14
22891,21
5366,23
27719,12
16006,17
22389,27
9521,22
11566,15
12807,18
15338,37
4232,17
1227,28
11303,23
15774,41
14375,25
3623,8
25151,21
22291,20
1720,15
22492,26
4609,19
1338,19
27057,24
27714,19
15223,29
18621,39
16470,12
12413,13
26997,29
1867,12
11752,16
2182,16
8953,14
13612,25
3160,32
2464,14
15453,27
26843,17
20608,39
15085,24
1308,15
14399,31
17797,38
25212,18
17133,31
7319,32
16538,25
12806,14
18350,21
15345,35
4924,17
20801,21
23905,26
12509,27
15633,33
1751,16
21511,25
16602,25
11297,19
20375,24
23296,14
5292,16
12489,19
7361,22
27809,21
13003,27
18727,28
5921,18
23115,24
24657,17
16260,21
20650,14
8868,40
751,21
8246,19
4162,28
13922,28
19460,17
3182,17
22176,21
4144,23
12814,17
19144,22
9182,15
5164,11
22536,21
13114,17
15023,21
22534,17
27966,16
14092,14
10487,15
10453,16
15882,27
16849,13
6528,20
6019,14
12479,26
5960,21
21954,16
8281,27
6711,14
2819,36
8260,13
9027,17
3062,19
11050,25
23952,24
51,26
8248,12
7408,21
23766,20
10968,26
3755,20
15006,34
8493,25
11379,27
3934,20
1019,16
24055,11
12177,23
10919,34
9535,20
8718,28
28696,29
26411,24
8698,20
24323,28
16656,28
1074,14
1306,30
9416,16
26579,33
15011,18
9736,26
6904,23
23866,28
6226,20
11777,30
9737,27
15837,32
5645,34
1754,24
7515,24
18245,12
7075,18
27957,26
9732,35
23683,36
10313,32
18566,31
8818,31
26976,24
2961,15
25630,12
23885,26
3763,14
14167,15
16945,33
21476,21
8197,15
4713,26
30,11
7961,12
7079,17
13884,29
13026,26
14078,21
18796,18
9947,35
14588,36
10464,21
11554,17
3669,16
23651,19
22371,38
18554,34
22160,14
6798,12
2147,21
23594,24
16922,24
19049,22
28391,24
24884,25
1837,23
7930,12
13849,34
2143,14
5659,19
15481,26
9798,23
7480,12
6868,19
3048,21
9748,24
11192,15
9930,41
26126,14
7803,23
2666,32
24007,13
6610,16
1664,18
7137,33
19937,32
27192,14
10903,28
2982,22
8424,12
9180,27
26087,13
90,18
16717,15
8544,18
19539,30
25640,15
6012,15
19201,38
12063,25
28617,23
8385,19
25205,24
7574,35
22305,22
5635,31
25906,41
11446,17
5818,22
18836,37
19590,15
1341,15
22105,12
28637,22
12724,11
18194,14
25902,19
19101,11
9438,16
10525,41
28143,14
6143,26
17177,34
3697,11
12340,12
12633,18
9964,26
23173,12
17148,16
20233,17
12923,29
17057,21
26165,14
28262,30
20033,24
21700,23
27445,26
24435,13
18987,16
586,24
21087,29
18879,31
27732,24
7193,25
8094,16
19308,22
58,16
20967,17
6809,18
27422,24
16965,22
3481,30
2702,21
24113,23
1905,13
550,13
26228,27
5887,22
15730,15
20947,17
10298,25
13294,15
6775,31
2206,33
2268,19
20369,31
9335,24
17801,35
24699,14
13068,27
17913,31
26764,20
28085,28
28186,34
2766,19
17365,19
7128,14
20879,24
24577,20
4824,14
26636,23
26607,27
7985,28
26455,23
9006,19
1380,20
28232,21
6299,15
24815,22
15669,22
23247,21
26160,20
28612,18
16997,18
103,22
15902,16
22707,13
24738,16
10657,23
25260,14
24105,37
4253,32
7462,13
15789,19
3249,23
10638,18
18844,14
25450,22
26807,19
787,22
3633,14
27879,9
22064,32
21639,20
3167,14
96,17
5910,25
4551,16
20612,24
28159,20
8104,20
4645,18
25132,27
7292,15
19016,29
21450,26
28463,22
28052,14
8670,23
24445,13
9941,32
23648,13
8767,13
4318,24
9279,13
27706,16
6720,18
15057,34
27244,20
1289,21
18568,27
20480,20
10485,16
1192,20
588,20
27618,12
22471,35
14624,24
7800,28
3040,17
15946,15
28475,23
10716,20
2104,15
1883,13
12918,27
22252,18
9188,17
21638,21
12356,27
26493,24
13788,23
16928,17
9629,41
11520,13
6892,18
18269,39
69,22
9135,17
27386,25
12758,19
3134,21
11584,18
24288,38
13586,20
8632,24
15574,15
6223,18
10664,16
10148,28
6914,15
23642,12
23015,15
8037,20
930,22
13948,17
20498,12
22854,16
15114,15
27969,12
16652,17
24566,24
16547,34
5279,28
294,22
12299,16
13667,39
15126,10
11818,22
18649,26
12379,17
22040,16
22499,32
27544,10
17008,27
3987,28
8614,24
5799,22
16524,24
25846,15
24955,20
20623,40
12075,17
8904,29
27052,17
184,17
19562,30
26760,19
10506,21
25996,29
11038,18
3772,19
8346,25
5218,24
22740,26
21876,14
26847,29
3039,13
7148,25
26926,23
15262,24
15664,25
26863,14
19908,12
19662,16
15819,22
8732,20
25927,16
15498,11
23190,17
14040,27
26789,11
19679,14
24037,23
20389,13
3295,14
4080,26
1006,17
12304,13
2017,24
10199,12
20151,17
8478,14
14309,25
28626,17
6840,20
10217,17
16968,21
24961,26
2338,19
11897,23
9210,22
25917,13
9325,15
10902,27
16788,16
15477,24
8369,17
8750,18
4337,18
15342,16
22545,11
15484,18
27577,14
26797,9
5957,24
2777,15
1891,11
20729,32
26774,17
18052,24
7839,29
2127,22
8396,22
1482,14
3578,24
18882,23
17541,26
11524,13
15505,23
141,21
27535,25
3667,21
769,11
7169,40
20773,10
8820,27
10364,27
12855,33
10955,35
12804,19
5029,20
3839,17
18045,36
26051,16
6164,18
11074,14
25221,20
9518,22
18618,29
18576,26
14143,15
21919,13
20997,21
20739,25
10895,23
1998,10
11995,39
2458,12
15164,34
23738,17
26967,27
3278,35
10897,24
17672,13
17958,13
25509,15
26005,19
8960,20
8488,22
1535,16
18220,15
4419,22
3711,14
25209,19
9233,12
15712,15
3955,27
22695,14
15801,16
17259,30
16075,14
18019,37
22820,18
1839,13
21648,14
3994,20
23787,24
6481,17
19029,12
2099,19
24244,34
7794,34
9925,35
23068,24
7330,30
28211,27
11330,17
17951,26
650,16
17418,19
21142,21
9488,17
22109,17
26245,10
12477,22
8344,16
16378,11
21539,28
4808,11
24985,15
14880,40
18117,16
23489,15
13165,30
1649,13
4958,21
18189,25
10828,15
17653,11
15166,16
20178,28
8716,41
4274,30
14191,21
3184,16
17665,28
22861,14
15644,37
2423,18
18810,14
15749,14
15540,19
18721,18
20215,26
22978,20
17588,15
13245,19
26905,12
28731,15
20380,24
23977,24
12300,21
619,18
23106,15
13137,34
15306,29
3199,15
8952,18
19287,23
20051,19
9450,28
14710,12
19004,23
22825,14
2117,19
25513,24
1677,17
7493,22
11765,23
711,16
24808,14
23996,39
13543,25
10229,22
4956,20
7289,11
18167,13
5402,19
21163,30
21323,36
5681,17
25745,22
661,22
16111,14
5057,16
15175,21
18797,17
17163,23
8840,38
12168,28
26590,31
23979,14
12899,19
12699,17
18215,25
23310,12
635,17
16014,24
15191,15
10178,39
25455,24
27237,21
1622,16
20515,31
22136,21
28592,17
27327,33
20938,24
28754,24
9126,22
8392,13
21265,14
18153,16
12072,20
4324,25
14312,25
1801,13
25975,18
16708,19
1712,16
17244,18
24676,25
21756,26
18291,15
4742,27
17608,17
14458,16
6385,17
11930,11
80,15
15185,19
1347,22
1076,12
20201,18
16270,16
573,17
1223,21
6537,10
4963,17
27704,11
28040,14
6220,19
17503,18
12170,15
17075,14
13324,36
12858,23
23329,16
5022,24
8624,29
21262,17
12653,14
476,15
28505,37
15256,13
26682,17
745,23
12368,20
3273,30
28018,21
5069,23
8063,16
1515,13
18685,18
14041,23
20522,29
22917,17
11855,27
22361,33
6338,29
11062,16
13603,25
16556,19
4012,17
6557,14
4095,18
26130,24
13109,13
26576,40
26550,33
16419,19
14373,34
10108,36
9430,19
21397,34
18002,22
20636,35
1013,18
1331,21
8557,17
2615,30
6562,18
28287,26
12445,28
4276,35
15854,20
715,19
780,17
27345,32
12256,28
26272,22
19292,26
2714,10
14498,13
3092,23
19889,14
15352,25
9874,26
15179,17
25315,17
14891,29
4599,40
219,22
3519,18
12640,26
15966,16
217,13
18353,23
15894,20
5712,24
4195,20
16940,20
28433,24
4561,18
23206,19
25632,20
6109,20
28578,21
5567,25
10984,16
4457,17
11862,15
16653,27
23315,17
18764,12
12594,18
21325,32
16318,21
1970,21
6171,15
6885,12
26896,18
14817,14
11253,22
6524,16
12124,34
11731,17
19303,27
21721,19
8422,11
27472,17
2631,35
7817,14
28121,23
1722,11
27116,15
491,27
18976,11
23184,16
20158,36
1804,11
4043,21
24786,15
25860,16
21124,20
20169,25
27994,22
11749,27
12252,11
5417,19
7473,20
9141,26
8545,20
13803,15
25299,26
6307,11
27486,18
2084,26
15122,20
28749,18
22547,14
18446,21
11726,14
27302,15
986,12
26068,18
5999,14
6382,17
6950,17
13290,17
25416,18
25889,17
27802,18
24700,19
4136,11
16509,20
4038,10
1697,12
2001,16
2664,29
8268,18
9104,17
20782,19
19017,19
10340,31
1020,22
28733,20
24139,21
1128,13
19113,18
14397,32
10191,41
17405,16
9668,22
26279,23
15066,27
12277,15
17088,25
28139,23
601,27
9699,16
8945,17
