month,day,week,airline,ori,dep_del,taxi,sch_elp,dist,sch_dep_m,act_dep_m,wh_off,sch_arr_m,wh_on,temp,dew,hum,wind,w_spd,gust,pres,cond,sch_dep,sch_arr,arr_del,j_del
11,18,7,3,29,23,21,235,2586,950,973,994,1185,1195,60,40,47,CALM,0,0,29.98,Cloudy,35,33,-19,-42
11,18,7,2,29,-3,23,227,2586,959,956,979,1186,1170,60,40,47,CALM,0,0,29.98,Cloudy,38,35,-43,-40
11,18,7,3,29,19,29,239,2586,1110,1129,1158,1349,1355,58,37,46,CALM,0,0,29.97,Haze,37,41,-14,-33
11,18,7,2,29,-6,38,231,2586,1200,1194,1232,1431,1412,56,42,60,S,3,0,29.98,Haze,46,31,-17,-11
11,19,1,2,29,-6,17,215,2586,1309,1303,1320,84,65,50,46,86,S,5,0,30.05,Mist,31,29,-24,-18
11,19,1,3,29,-4,19,222,2586,420,416,435,642,625,56,44,64,CALM,0,0,30.03,Smoke,17,21,-36,-32
11,19,1,2,29,-10,21,211,2586,425,415,436,636,613,56,47,72,CALM,0,0,29.98,Cloudy,17,21,-17,-7
11,19,1,3,29,-3,22,230,2586,490,487,509,720,704,56,44,64,CALM,0,0,30.03,Smoke,48,19,-22,-19
11,19,1,2,29,15,14,219,2586,540,555,569,759,761,59,47,64,NNE,5,0,30.00,Smoke,40,24,-7,-22
11,19,1,3,29,-4,15,231,2586,570,566,581,801,784,59,47,64,NNE,5,0,30.00,Smoke,40,24,-45,-41
11,19,1,2,29,55,27,210,2586,685,740,767,895,937,58,48,70,NNE,3,0,29.98,Smoke,19,24,60,5
11,19,1,3,29,35,17,209,2586,710,745,762,919,941,59,49,69,NNE,3,0,29.97,Smoke,19,24,18,-17
11,19,1,3,29,36,15,222,2586,950,986,1001,1172,1195,59,51,75,E,5,0,29.95,Mostly Cloudy,34,34,2,-34
11,19,1,2,29,78,37,227,2586,959,1037,1074,1186,1251,59,47,64,CALM,0,0,29.95,Mostly Cloudy,32,31,71,-7
11,19,1,3,29,47,42,239,2586,1110,1157,1199,1349,1383,59,47,64,CALM,0,0,29.95,Mostly Cloudy,45,30,17,-30
11,19,1,2,29,55,17,231,2586,1200,1255,1272,1431,1473,55,47,74,SE,3,0,29.97,Mostly Cloudy,26,43,19,-36
11,20,2,2,29,-6,17,215,2586,1309,1303,1320,84,65,52,40,63,CALM,0,0,29.99,Haze,33,29,-32,-26
11,20,2,3,29,-6,14,222,2586,420,414,428,642,623,56,54,93,VAR,3,0,29.97,Light Rain,17,20,-29,-23
11,20,2,2,29,-7,19,211,2586,425,418,437,636,616,58,52,81,SSW,7,0,30.00,Mostly Cloudy,17,20,-23,-16
11,20,2,3,29,10,16,230,2586,490,500,516,720,717,56,54,93,VAR,3,0,29.97,Light Rain,47,18,-6,-16
11,20,2,2,29,-2,22,219,2586,540,538,560,759,744,59,55,87,SSE,5,0,29.96,Light Rain,47,18,-25,-23
11,20,2,3,29,-1,16,231,2586,570,569,585,801,787,58,56,93,SE,9,0,29.94,Light Rain,45,23,-52,-51
11,20,2,2,29,-7,30,210,2586,685,678,708,895,875,58,55,90,S,7,0,29.92,Rain,29,13,-14,-7
11,20,2,3,29,-3,16,209,2586,710,707,723,919,903,58,56,93,CALM,0,0,29.94,Light Rain,29,13,-9,-6
11,20,2,3,29,-8,40,222,2586,950,942,982,1172,1151,59,56,90,VAR,5,0,29.94,Light Rain,37,34,-16,-8
11,20,2,2,29,-4,32,227,2586,959,955,987,1186,1169,58,54,87,S,6,0,29.98,Mostly Cloudy,37,34,-17,-13
11,20,2,3,29,3,38,243,2586,1165,1168,1206,1408,1398,58,54,87,S,6,0,29.98,Mostly Cloudy,47,29,-30,-33
11,20,2,2,29,-6,21,231,2586,1200,1194,1215,1431,1412,58,55,90,WSW,10,0,30.14,Cloudy,47,29,-21,-15
11,21,3,2,29,3,15,215,2586,1309,1312,1327,84,74,55,47,74,SE,3,0,29.97,Mostly Cloudy,35,27,-25,-28
11,21,3,3,29,-5,22,222,2586,420,415,437,642,624,61,47,60,SW,9,0,30.16,Partly Cloudy,18,21,-27,-22
11,21,3,2,29,-3,19,211,2586,425,422,441,636,620,61,49,64,SW,10,0,30.17,Partly Cloudy,38,28,-11,-8
11,21,3,3,29,-6,19,230,2586,490,484,503,720,701,61,48,62,S,13,0,30.15,Mostly Cloudy,47,19,-12,-6
11,21,3,2,29,-3,15,219,2586,540,537,552,759,743,61,48,62,SSW,18,23,30.15,Mostly Cloudy,47,19,-24,-21
11,21,3,3,29,12,24,231,2586,570,582,606,801,800,59,51,75,S,9,0,30.15,Light Rain,45,25,-30,-42
11,21,3,2,29,148,24,210,2586,685,833,857,895,1030,59,54,83,SSW,17,24,30.11,Rain,23,47,143,-5
11,21,3,3,29,63,12,209,2586,710,773,785,919,969,59,51,75,S,9,0,30.15,Light Rain,21,29,45,-18
11,21,3,3,29,157,30,222,2586,950,1107,1137,1172,1316,59,55,87,SSW,15,25,30.13,Rain,37,38,144,-13
11,21,3,2,29,188,22,227,2586,960,1148,1170,1187,1362,61,57,87,WSW,16,0,30.02,Cloudy,46,28,186,-2
11,21,3,3,29,107,25,243,2586,1165,1272,1297,1408,1502,60,57,90,SSW,13,0,30.14,Light Rain,33,30,75,-32
11,21,3,2,29,77,33,231,2586,1200,1277,1310,1431,1495,60,55,83,S,12,0,30.15,Cloudy,33,30,83,6
11,22,4,2,29,-8,25,215,2586,1309,1301,1326,84,63,58,51,78,SSW,12,0,30.16,Partly Cloudy,33,30,-5,3
11,22,4,2,29,-10,29,211,2586,425,415,444,636,613,61,57,87,WSW,16,0,30.07,Light Rain,17,19,-11,-1
11,22,4,3,29,0,25,226,2586,490,490,515,716,703,61,57,87,WSW,15,24,30.05,Light Rain,39,16,-24,-24
11,22,4,2,29,-4,24,219,2586,540,536,560,759,742,61,57,87,WSW,15,0,30.04,Cloudy,39,16,-7,-3
11,22,4,2,29,-3,15,210,2586,685,682,697,895,879,61,57,87,WSW,15,0,30.04,Cloudy,26,15,-16,-13
11,22,4,3,29,-3,29,206,2586,710,707,736,916,900,61,58,90,WSW,15,0,30.04,Fog,26,15,-8,-5
11,22,4,3,29,-1,13,218,2586,950,949,962,1168,1154,61,57,87,WSW,17,24,30.04,Cloudy,22,29,-27,-26
11,22,4,2,29,-4,14,227,2586,960,956,970,1187,1170,54,51,90,W,6,0,30.04,Mostly Cloudy,22,29,-37,-33
11,22,4,3,29,-3,20,236,2586,1110,1107,1127,1346,1330,59,55,87,W,14,0,30.05,Mostly Cloudy,31,32,-43,-40
11,22,4,2,29,-16,22,231,2586,1200,1184,1206,1431,1402,59,52,78,WNW,9,0,30.04,Partly Cloudy,31,18,-37,-21
11,23,5,2,29,-5,22,215,2586,1309,1304,1326,84,66,61,58,90,SSW,12,0,30.12,Rain,22,16,-11,-6
11,23,5,2,29,-7,19,211,2586,425,418,437,636,616,58,50,75,WNW,13,0,30.00,Mostly Cloudy,17,16,-14,-7
11,23,5,3,29,-5,19,226,2586,490,485,504,716,698,58,51,78,W,18,0,30.00,Mostly Cloudy,39,13,-1,4
11,23,5,2,29,-10,16,219,2586,540,530,546,759,736,56,49,77,W,9,0,30.01,Fair,39,13,-32,-22
11,23,5,2,29,-12,13,210,2586,685,673,686,895,870,56,49,77,W,9,0,30.01,Fair,25,12,-26,-14
11,23,5,3,29,-4,18,206,2586,710,706,724,916,899,55,50,83,W,9,0,30.01,Fair,25,12,-21,-17
11,23,5,2,29,-4,21,227,2586,959,955,976,1186,1169,52,49,89,WNW,9,0,30.03,Partly Cloudy,30,26,-30,-26
11,23,5,3,29,-4,22,221,2586,959,955,977,1180,1163,52,49,89,WNW,5,0,30.02,Mostly Cloudy,30,26,0,4
11,23,5,3,29,-6,25,236,2586,1110,1104,1129,1346,1327,53,48,83,CALM,0,0,30.14,Fair,35,29,-33,-27
11,23,5,2,29,-10,20,231,2586,1200,1190,1210,1431,1408,53,48,83,CALM,0,0,30.14,Fair,40,23,-44,-34
11,24,6,2,29,-1,12,215,2586,1309,1308,1320,84,70,61,50,67,W,15,0,30.02,Mostly Cloudy,25,18,-31,-30
11,24,6,3,29,-2,16,231,2586,420,418,434,651,636,53,51,93,CALM,0,0,30.09,Cloudy,19,24,-32,-30
11,24,6,2,29,-6,61,219,2586,540,534,595,759,740,56,51,84,N,3,0,30.10,Partly Cloudy,51,17,20,26
11,24,6,3,29,-1,21,231,2586,570,569,590,801,787,55,52,89,ENE,6,0,30.08,Fair,45,27,-36,-35
11,24,6,2,29,-5,20,210,2586,685,680,700,895,877,58,52,81,NNE,3,0,30.07,Fair,34,14,-12,-7
11,24,6,3,29,-4,19,209,2586,710,706,725,919,902,60,53,78,ENE,3,0,30.06,Partly Cloudy,34,14,-16,-12
11,24,6,3,29,16,18,222,2586,950,966,984,1172,1175,61,54,78,N,7,0,30.07,Partly Cloudy,34,34,-20,-36
11,24,6,2,29,19,15,227,2586,960,979,994,1187,1193,56,49,77,W,7,0,30.08,Partly Cloudy,34,34,-8,-27
11,24,6,3,29,6,27,213,2586,1019,1025,1052,1232,1225,56,49,77,W,7,0,30.08,Partly Cloudy,33,35,9,3
11,24,6,3,29,-3,26,239,2586,1110,1107,1133,1349,1333,56,48,75,W,8,0,30.10,Partly Cloudy,41,41,-42,-39
11,24,6,2,29,17,45,231,2586,1200,1217,1262,1431,1435,55,49,80,WNW,8,0,30.12,Fair,30,45,6,-11
11,25,7,3,29,-1,25,234,2586,1255,1254,1279,49,35,53,51,93,CALM,0,0,30.09,Cloudy,30,45,-32,-31
11,25,7,3,29,1,17,231,2586,420,421,438,651,639,55,48,77,CALM,0,0,30.19,Mostly Cloudy,41,30,-25,-26
11,25,7,2,29,-1,28,211,2586,425,424,452,636,622,51,46,83,CALM,0,0,30.14,Fair,41,30,0,1
11,25,7,3,29,7,22,230,2586,490,497,519,720,714,55,48,77,CALM,0,0,30.19,Mostly Cloudy,53,19,0,-7
11,25,7,2,29,-2,13,219,2586,540,538,551,759,744,57,50,77,NNE,6,0,30.17,Mostly Cloudy,53,19,-16,-14
11,25,7,3,29,-2,37,231,2586,570,568,605,801,786,57,51,81,ENE,5,0,30.14,Mostly Cloudy,48,24,-2,0
11,25,7,2,29,-4,20,210,2586,685,681,701,895,878,57,50,77,NE,3,0,30.12,Mostly Cloudy,36,15,-4,0
11,25,7,3,29,-4,30,209,2586,710,706,736,919,902,59,50,72,NNE,3,0,30.11,Mostly Cloudy,36,15,2,6
11,25,7,3,29,-2,32,222,2586,950,948,980,1172,1157,60,51,72,CALM,0,0,30.11,Mostly Cloudy,40,34,-2,0
11,25,7,2,29,-1,23,227,2586,959,958,981,1186,1172,58,50,75,W,7,0,30.11,Cloudy,40,34,-37,-36
11,25,7,3,29,1,22,213,2586,1045,1046,1068,1258,1246,58,50,75,W,7,0,30.11,Cloudy,35,35,18,17
11,25,7,3,29,-2,23,239,2586,1110,1108,1131,1349,1334,58,50,75,WNW,10,0,30.12,Cloudy,39,41,8,10
11,25,7,2,29,-1,51,231,2586,1200,1199,1250,1431,1417,55,50,83,SSE,3,0,30.10,Cloudy,48,31,-9,-8
11,26,1,3,29,44,19,234,2586,1255,1299,1318,49,80,56,50,80,CALM,0,0,30.12,Fair,37,30,-2,-46
11,26,1,2,29,12,19,215,2586,1309,1321,1340,84,83,51,46,83,CALM,0,0,30.14,Fair,34,34,-18,-30
11,26,1,3,29,-3,33,222,2586,420,417,450,642,626,58,51,78,S,7,0,30.11,Cloudy,19,25,-22,-19
11,26,1,2,29,19,45,211,2586,425,444,489,636,642,58,52,81,ESE,12,0,30.07,Cloudy,41,29,25,6
11,26,1,3,29,-6,26,230,2586,490,484,510,720,701,58,52,81,ESE,12,0,30.07,Cloudy,50,20,-17,-11
11,26,1,2,29,-6,24,219,2586,540,534,558,759,740,58,54,87,E,10,0,30.05,Cloudy,50,20,-44,-38
11,26,1,3,29,-3,24,231,2586,570,567,591,801,785,58,53,84,ESE,10,0,30.02,Rain,46,28,-47,-44
11,26,1,2,29,12,26,210,2586,685,697,723,895,894,58,53,84,ESE,10,0,30.02,Rain,36,14,-2,-14
11,26,1,3,29,-3,25,209,2586,710,707,732,919,903,58,55,90,E,7,0,29.99,Cloudy,36,14,2,5
11,26,1,3,29,2,30,222,2586,950,952,982,1172,1161,59,55,87,ESE,5,0,29.98,Cloudy,40,34,-34,-36
11,26,1,2,29,10,23,227,2586,959,969,992,1186,1183,58,56,93,E,5,0,29.96,Cloudy,36,36,-27,-37
11,26,1,3,29,29,18,213,2586,1035,1064,1082,1248,1264,59,55,87,N,3,0,29.98,Cloudy,35,34,43,14
11,26,1,3,29,207,30,239,2586,1110,1317,1347,1349,1543,61,54,78,W,10,0,29.88,Mostly Cloudy,31,31,146,-61
11,26,1,2,29,1,29,231,2586,1200,1201,1230,1431,1419,59,55,87,S,17,40,29.53,Heavy Rain,28,48,-29,-30
11,27,2,3,29,143,30,234,2586,1255,1398,1428,49,179,60,55,83,ESE,5,0,29.95,Cloudy,19,23,97,-46
11,27,2,2,29,164,17,215,2586,1309,33,50,84,235,58,51,78,S,7,0,30.11,Cloudy,12,14,119,-45
11,27,2,3,29,-4,26,239,2586,420,416,442,659,642,62,53,72,WSW,10,0,29.85,Mostly Cloudy,17,21,-28,-24
11,27,2,2,29,-8,14,211,2586,425,417,431,636,615,62,53,72,WSW,10,0,29.85,Mostly Cloudy,17,21,-31,-23
11,27,2,3,29,-3,36,244,2586,495,492,528,739,723,61,52,72,W,3,0,29.82,Mostly Cloudy,47,19,11,14
11,27,2,2,29,-3,20,219,2586,540,537,557,759,743,62,54,75,E,6,0,29.79,Mostly Cloudy,47,19,-25,-22
11,27,2,3,29,-1,19,243,2586,565,564,583,808,794,60,54,80,ENE,8,0,29.76,Mostly Cloudy,46,25,-26,-25
11,27,2,3,29,-2,17,234,2586,680,678,695,914,899,58,54,87,SE,12,0,29.66,Cloudy,30,15,-22,-20
11,27,2,2,29,4,16,210,2586,685,689,705,895,886,58,54,87,ESE,15,0,29.67,Cloudy,30,15,-8,-12
11,27,2,3,29,158,24,244,2586,940,1098,1122,1184,1329,59,55,87,S,30,40,29.56,Heavy Rain / Windy,37,38,137,-21
11,27,2,2,29,76,18,227,2586,960,1036,1054,1187,1250,58,54,87,SE,12,0,29.66,Cloudy,32,31,50,-26
11,27,2,3,29,29,22,231,2586,1025,1054,1076,1256,1272,56,55,97,CALM,0,0,29.57,Heavy Rain,32,31,1,-28
11,27,2,3,29,39,24,244,2586,1170,1209,1233,1414,1440,55,47,74,WNW,24,31,29.80,Partly Cloudy / Windy,28,41,14,-25
11,27,2,2,29,48,34,231,2586,1200,1248,1282,1431,1466,58,50,75,SW,14,25,29.48,Cloudy,28,41,56,8
11,28,3,2,29,-2,24,215,2586,1309,1307,1331,84,69,61,54,78,W,8,0,29.87,Partly Cloudy,30,27,-4,-2
11,28,3,3,29,-8,18,239,2586,420,412,430,659,638,59,50,72,WSW,16,0,29.48,Cloudy,19,23,-33,-25
11,28,3,2,29,-1,17,211,2586,425,424,441,636,622,59,50,72,WSW,16,0,29.48,Cloudy,38,25,10,11
11,28,3,3,29,-6,48,244,2586,495,489,537,739,720,59,49,69,WSW,17,28,29.51,Mostly Cloudy,47,19,-4,2
11,28,3,2,29,3,32,219,2586,540,543,575,759,749,56,49,77,W,21,28,29.57,Mostly Cloudy / Windy,42,24,18,15
11,28,3,3,29,0,33,243,2586,565,565,598,808,795,56,49,77,W,21,28,29.57,Mostly Cloudy / Windy,42,24,-8,-8
11,28,3,3,29,69,20,234,2586,680,749,769,914,970,56,50,80,WNW,26,31,29.64,Mostly Cloudy / Windy,21,27,42,-27
11,28,3,2,29,-3,42,210,2586,685,682,724,895,879,56,50,80,WNW,26,31,29.64,Mostly Cloudy / Windy,30,16,32,35
11,28,3,3,29,79,17,244,2586,940,1019,1036,1184,1250,56,49,77,WNW,23,31,29.68,Partly Cloudy / Windy,31,38,48,-31
11,28,3,2,29,106,28,227,2586,960,1066,1094,1187,1280,56,47,72,WNW,29,43,29.75,Partly Cloudy / Windy,32,31,137,31
11,28,3,3,29,43,30,231,2586,1025,1068,1098,1256,1286,56,47,72,WNW,29,43,29.75,Partly Cloudy / Windy,32,31,45,2
11,28,3,3,29,29,37,244,2586,1170,1199,1236,1414,1430,59,43,55,W,15,0,30.05,Mostly Cloudy,44,28,24,-5
11,28,3,2,29,-6,37,231,2586,1200,1194,1231,1431,1412,51,44,77,SSE,7,0,30.08,Fair,44,28,37,43
11,29,4,2,29,-4,24,215,2586,1309,1305,1329,84,67,58,50,75,SW,14,25,29.48,Cloudy,26,28,17,21
11,29,4,3,29,-7,12,239,2586,420,413,425,659,639,59,45,60,WNW,17,0,30.05,Mostly Cloudy,18,23,-34,-27
11,29,4,2,29,-9,19,211,2586,425,416,435,636,614,59,45,60,WNW,17,0,30.05,Mostly Cloudy,18,23,4,13
11,29,4,3,29,-5,34,244,2586,495,490,524,739,721,59,44,58,WNW,18,0,30.04,Mostly Cloudy,49,19,-6,-1
11,29,4,2,29,-10,37,219,2586,540,530,567,759,736,58,44,60,W,23,29,30.05,Mostly Cloudy / Windy,49,19,33,43
11,29,4,3,29,160,27,243,2586,565,725,752,808,955,60,44,55,W,20,0,30.06,Fair,20,30,130,-30
11,29,4,3,29,173,26,234,2586,680,853,879,914,1074,55,43,64,W,20,0,30.07,Fair,30,44,150,-23
11,29,4,2,29,171,18,210,2586,685,856,874,895,1053,55,43,64,W,20,0,30.07,Fair,30,44,169,-2
11,29,4,3,29,105,17,244,2586,940,1045,1062,1184,1276,54,44,69,CALM,0,0,30.09,Fair,33,33,72,-33
11,29,4,2,29,79,20,227,2586,960,1039,1059,1187,1253,54,43,66,W,18,0,30.08,Fair,33,33,71,-8
11,29,4,3,29,12,28,231,2586,1025,1037,1065,1256,1255,54,44,69,CALM,0,0,30.09,Fair,33,33,-6,-18
12,1,6,3,29,-6,28,236,2586,495,489,517,731,712,56,48,75,W,13,0,30.00,Mostly Cloudy,44,13,-15,-9
12,1,6,2,29,-6,16,219,2586,540,534,550,759,740,56,46,69,W,17,0,29.98,Partly Cloudy,44,13,-15,-9
12,1,6,3,29,1,20,230,2586,680,681,701,910,898,56,42,60,WNW,20,0,29.95,Partly Cloudy,29,15,-23,-24
12,1,6,3,29,-8,22,239,2586,940,932,954,1179,1158,52,43,71,WNW,15,25,29.98,Fair,34,35,-48,-40
12,1,6,2,29,-6,21,227,2586,960,954,975,1187,1168,52,43,71,WNW,15,25,29.98,Fair,34,35,-19,-13
12,1,6,3,29,-3,20,240,2586,1170,1167,1187,1410,1394,51,41,68,WNW,12,0,30.03,Partly Cloudy,46,29,-52,-49
12,1,6,2,29,-5,45,231,2586,1200,1195,1240,1431,1413,51,41,68,WNW,12,0,30.03,Partly Cloudy,46,29,-11,-6
12,2,7,3,29,-3,23,239,2586,420,417,440,659,643,50,43,77,ENE,8,0,30.14,Fair,20,25,11,14
12,2,7,2,29,0,27,211,2586,425,425,452,636,623,50,43,77,ENE,8,0,30.14,Fair,36,28,-15,-15
12,2,7,3,29,-10,32,244,2586,495,485,517,739,716,51,41,68,E,5,0,30.14,Fair,47,18,16,26
12,2,7,2,29,-6,26,219,2586,540,534,560,759,740,53,41,64,E,5,0,30.12,Fair,47,18,-15,-9
12,2,7,3,29,-6,34,243,2586,570,564,598,813,794,53,39,59,CALM,0,0,30.11,Partly Cloudy,38,20,-49,-43
12,2,7,3,29,81,21,234,2586,680,761,782,914,982,54,38,55,CALM,0,0,30.11,Mostly Cloudy,17,30,36,-45
12,2,7,2,29,-9,16,210,2586,685,676,692,895,873,53,38,57,CALM,0,0,30.10,Mostly Cloudy,32,17,-25,-16
12,2,7,3,29,-3,19,244,2586,940,937,956,1184,1168,53,40,61,W,3,0,30.14,Cloudy,38,35,-51,-48
