MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEP_DELAY,TAXI_OUT,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,WHEELS_OFF_M,CRS_ARR_M,Pred_Wheels_On,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr
11,27,3,AS,LAS,11,41,103,414,1045,1056,1097,1148,1151,44,37,76,S,5,0,29.52,Partly Cloudy,26,35
11,26,2,AA,ORD,-2,15,291,1846,720,718,733,891,881,50,42,74,SE,9,0,29.81,Light Rain,31,33
12,20,5,AA,MIA,40,19,390,2585,1239,1279,1298,9,41,52,48,86,CALM,0,0,30.11,Partly Cloudy,11,10
12,9,1,OO,BOI,-1,33,125,522,360,359,392,425,416,50,49,96,SE,5,0,30.17,Fog,28,9
12,28,6,AS,KOA,-21,20,314,2367,985,964,984,1419,1390,54,48,82,W,10,0,30.14,Cloudy,33,26
1,4,6,UA,PHX,-3,16,130,651,835,832,848,905,894,58,47,67,WNW,12,0,30.38,Mostly Cloudy,25,30
12,20,5,UA,IND,24,12,305,1943,435,459,471,560,576,50,49,96,CALM,0,0,30.25,Fog,34,50
12,9,1,B6,LGB,27,9,86,354,833,860,869,919,938,55,49,80,NNW,5,0,30.16,Mostly Cloudy,23,34
1,4,6,OO,SLC,-2,16,146,599,1169,1167,1183,1255,1245,53,45,74,W,15,0,30.41,Partly Cloudy,26,40
1,26,7,AA,CLT,-5,15,350,2296,680,675,690,850,837,58,49,72,W,16,0,30.24,Partly Cloudy,29,31
11,27,3,OO,SBA,58,16,77,262,826,884,900,903,953,48,38,68,WSW,8,0,29.51,Mostly Cloudy,24,33
1,19,7,OO,MSP,71,36,288,1589,1148,1219,1255,1316,1379,50,44,80,CALM,0,0,30.05,Cloudy,28,23
12,4,3,AS,EWR,-6,23,402,2565,420,414,437,642,628,56,51,84,NNE,6,0,29.85,Cloudy,43,22
11,10,7,UA,CLE,-7,11,329,2161,1157,1150,1161,1306,1291,53,49,86,WNW,12,0,30.0,Fair,26,46
11,22,5,OO,ACV,-4,5,75,250,360,356,361,435,423,53,48,83,SSE,6,0,30.16,Fair,26,26
11,25,1,UA,TPA,-10,11,360,2393,415,405,416,595,577,59,45,60,NNW,5,0,30.13,Fair,37,50
11,25,1,OO,GEG,-4,25,155,733,370,366,391,525,513,57,43,59,NW,7,0,30.1,Fair,48,27
1,10,5,UA,PDX,-10,10,111,550,844,834,844,955,937,55,46,72,W,16,0,30.26,Mostly Cloudy,24,27
12,25,3,WN,LAX,-7,13,85,337,840,833,846,925,910,52,44,74,E,9,0,29.71,Cloudy,23,26
11,7,4,AS,PDX,-1,10,114,550,1265,1264,1274,1379,1370,53,48,83,W,7,0,30.15,Haze,31,27
1,18,6,UA,HNL,-6,19,302,2398,845,839,858,1267,1253,51,42,71,E,13,0,30.28,Cloudy,17,29
1,26,7,AA,DFW,-3,20,243,1464,1253,1250,1270,1376,1365,53,45,74,W,18,0,30.31,Fair,29,25
12,30,1,F9,AUS,-8,12,246,1504,360,352,364,486,470,48,42,80,S,5,0,30.13,Fair,30,24
12,22,7,UA,IAH,148,19,259,1635,715,863,882,854,994,52,44,74,W,15,0,29.83,Mostly Cloudy,38,30
11,19,2,AS,IAD,-8,26,368,2419,440,432,458,628,612,61,50,67,W,26,33,29.79,Fair / Windy,42,23
12,28,6,OO,PSC,0,21,124,620,385,385,406,509,501,48,43,83,CALM,0,0,30.19,Fair,49,35
12,27,5,OO,MMH,-3,47,85,193,654,651,698,739,728,53,42,66,NNE,5,0,30.05,Mostly Cloudy,38,39
12,12,4,WN,SAN,-5,17,100,447,680,675,692,780,767,58,56,93,NNE,7,0,30.27,Cloudy,36,40
11,30,6,OO,GEG,70,18,155,733,818,888,906,973,1035,50,43,77,SE,18,0,29.86,Cloudy,19,27
12,30,1,DL,LAX,3,15,87,337,1053,1056,1071,1140,1135,53,46,77,WNW,8,0,30.1,Fair,27,38
12,5,4,DL,ATL,5,20,326,2139,490,495,515,636,633,56,51,84,ENE,3,0,30.08,Cloudy,42,26
11,21,4,OO,DAL,-9,15,254,1476,895,886,901,1029,1012,59,47,64,SSW,10,0,29.91,Partly Cloudy,40,29
1,6,1,UA,BNA,-1,13,312,1969,1080,1079,1092,1272,1263,51,39,63,CALM,0,0,30.36,Fair,17,47
1,21,2,OO,DFW,153,37,260,1464,913,1066,1103,1053,1198,54,51,90,SE,5,0,30.12,Cloudy,19,28
11,2,6,WN,LAS,5,21,105,414,615,620,641,720,717,66,44,45,NNE,3,0,30.06,Fair,33,46
1,1,3,UA,KOA,-14,12,304,2367,1315,1301,1313,299,277,50,47,89,ESE,6,0,30.12,Mostly Cloudy,0,2
11,19,2,WN,BUR,6,13,80,326,705,711,724,785,783,61,50,67,W,26,39,29.71,Partly Cloudy / Windy,37,26
1,1,3,UA,OGG,-15,10,297,2338,1439,1424,1434,416,393,47,45,93,WNW,3,0,30.13,Mostly Cloudy,19,11
11,22,5,OO,MFR,-2,13,86,329,656,654,667,742,732,60,50,69,N,7,0,30.15,Fair,38,42
11,8,5,UA,BNA,44,14,303,1969,1079,1123,1137,1262,1298,52,48,86,WNW,12,0,30.17,Fair,23,47
12,16,1,UA,DEN,0,17,165,967,485,485,502,590,582,50,39,66,SE,6,0,30.36,Fair,35,49
12,10,2,OO,SMF,-2,11,74,86,603,601,612,677,667,56,48,75,NE,6,0,30.23,Mostly Cloudy,34,41
11,14,4,UA,BWI,12,22,370,2457,1125,1137,1159,1315,1319,60,50,69,SSW,5,0,30.14,Mostly Cloudy,23,45
11,4,1,UA,DEN,-3,15,166,967,470,467,482,576,565,59,51,75,NNE,5,0,30.0,Fair,37,54
1,27,1,UA,SAN,95,18,103,447,786,881,899,889,976,59,49,69,W,13,0,30.36,Mostly Cloudy,36,31
11,14,4,AA,LAX,-4,28,90,337,1127,1123,1151,1217,1205,60,49,67,WSW,10,0,30.12,Mostly Cloudy,26,40
11,27,3,AS,LAS,8,22,103,414,910,918,940,1013,1013,47,37,68,SSW,8,0,29.51,Mostly Cloudy,38,29
12,13,5,DL,JFK,-7,29,422,2586,490,483,512,732,717,59,52,78,WSW,5,0,30.16,Mostly Cloudy,35,42
1,15,3,UA,BOS,-10,10,414,2704,655,645,655,889,871,51,39,63,E,5,0,29.96,Cloudy,29,30
12,9,1,UA,ORD,9,35,291,1846,1185,1194,1229,1356,1357,56,45,67,CALM,0,0,30.2,Mostly Cloudy,29,27
1,5,7,OO,DFW,41,15,260,1464,1175,1216,1231,1315,1348,49,45,86,W,9,0,30.53,Fair,34,26
12,1,7,UA,DEN,137,16,162,967,1220,1357,1373,1322,11,56,51,84,CALM,0,0,30.11,Mostly Cloudy,11,13
1,16,4,UA,LAX,-6,48,105,337,480,474,522,585,571,48,43,83,WNW,5,0,29.8,Heavy Rain,37,50
11,8,5,UA,DTW,-6,8,315,2079,1165,1159,1167,1300,1286,52,48,86,WNW,12,0,30.17,Fair,23,47
12,29,7,WN,STL,-2,13,270,1735,615,613,626,765,755,56,49,77,SSE,9,0,30.05,Cloudy,37,37
1,6,1,DL,JFK,18,44,424,2586,1165,1183,1227,1409,1419,48,40,74,CALM,0,0,30.34,Fair,24,26
12,28,6,DL,DTW,36,17,333,2079,1090,1126,1143,1243,1271,53,47,80,W,13,0,30.13,Mostly Cloudy,24,41
11,23,6,UA,LAX,-14,16,98,337,480,466,482,578,556,58,49,72,NNE,6,0,30.26,Fair,36,46
1,14,2,AS,PDX,-8,16,113,550,1110,1102,1118,1223,1207,50,39,66,W,9,0,30.19,Fair,30,41
12,5,4,UA,HNL,-2,20,309,2398,945,943,963,1374,1364,57,52,83,CALM,0,0,30.01,Cloudy,32,26
11,17,7,AS,SAN,-8,22,100,447,710,702,724,810,794,72,51,48,NNE,3,0,30.02,Fair,37,29
12,8,7,UA,BOS,0,23,400,2704,920,920,943,1140,1132,53,51,93,W,16,0,30.04,Mostly Cloudy,25,36
12,15,7,WN,BUR,17,9,80,326,1145,1162,1171,1225,1234,50,43,77,W,9,0,30.25,Partly Cloudy,24,39
1,4,6,UA,SNA,-3,28,105,372,405,402,430,510,499,54,49,83,VAR,3,0,30.4,Mostly Cloudy,47,34
11,6,3,DL,SLC,5,21,129,599,1215,1220,1241,1284,1281,50,48,93,WNW,13,0,30.01,Fair,22,47
1,8,3,UA,EWR,-2,28,400,2565,600,598,626,820,810,55,45,69,W,14,0,30.1,Mostly Cloudy,35,28
1,27,1,OO,RNO,251,17,86,192,385,636,653,471,714,60,52,75,W,9,0,30.4,Cloudy,34,44
1,26,7,WN,LAS,7,19,110,414,850,857,876,960,959,58,49,72,WNW,13,0,30.26,Mostly Cloudy,23,25
1,4,6,OO,RNO,-1,21,83,192,375,374,395,458,449,54,48,80,NNE,6,0,30.35,Mostly Cloudy,35,23
1,2,4,UA,LAX,-5,21,96,337,1155,1150,1171,1251,1238,53,48,83,W,6,0,30.14,Partly Cloudy,30,39
1,20,1,UA,LAS,-4,35,106,414,903,899,934,1009,997,56,44,64,E,3,0,30.01,Mostly Cloudy,36,30
11,21,4,UA,EWR,164,11,389,2565,1200,1364,1375,1409,125,50,45,83,NW,3,0,30.08,Fair,2,0
1,30,4,UA,OGG,-9,12,285,2338,840,831,843,1245,1228,55,50,83,WNW,12,0,30.24,Fair,31,41
1,27,1,DL,JFK,-9,27,424,2586,1165,1156,1183,1409,1392,52,47,83,CALM,0,0,30.36,Partly Cloudy,23,18
1,30,4,AA,DFW,-3,17,233,1464,880,877,894,993,982,61,53,75,N,3,0,30.21,Mostly Cloudy,37,31
11,29,5,UA,MCO,1,10,362,2446,400,401,411,582,575,50,40,68,ESE,5,0,29.81,Partly Cloudy,29,42
1,1,3,AS,SEA,14,20,140,679,420,434,454,560,566,55,51,86,WNW,15,24,30.18,Mostly Cloudy,36,45
12,3,2,OO,GEG,-1,33,155,733,370,369,402,525,516,55,50,83,SE,8,0,30.11,Mostly Cloudy,48,29
12,8,7,OO,BOI,-5,8,120,522,998,993,1001,1058,1045,55,51,86,WNW,12,0,30.03,Fair,20,28
12,3,2,DL,DTW,0,15,325,2079,989,989,1004,1134,1126,55,52,89,CALM,0,0,29.94,Cloudy,21,36
11,10,7,UA,SEA,-6,19,140,679,450,444,463,590,576,54,49,83,SSE,3,0,30.09,Haze,39,52
12,20,5,OO,PDX,89,19,110,550,715,804,823,825,906,56,49,77,NNE,3,0,30.14,Mostly Cloudy,24,30
11,26,2,OO,RNO,-2,18,80,192,730,728,746,810,800,54,39,57,SW,9,0,29.87,Cloudy,39,24
11,22,5,OO,SNA,-4,17,93,372,955,951,968,1048,1036,58,47,67,W,12,0,30.15,Fair,24,24
11,27,3,DL,MSP,67,18,258,1589,920,987,1005,1058,1117,47,37,68,S,6,0,29.51,Mostly Cloudy,21,36
11,2,6,B6,BOS,-5,18,404,2704,1286,1281,1299,70,57,52,33,49,CALM,0,0,30.12,Fair,13,3
1,27,1,UA,IAD,-5,19,374,2419,390,385,404,584,571,53,49,86,E,5,0,30.41,Mostly Cloudy,40,50
12,25,3,UA,IAH,45,34,267,1635,723,768,802,870,907,52,44,74,E,9,0,29.71,Cloudy,23,26
11,20,3,WN,MDW,4,7,290,1855,540,544,551,710,706,67,39,36,NW,16,0,29.52,Fair,35,42
12,21,6,OO,PSP,-7,10,90,421,380,373,383,470,455,52,48,86,ESE,8,0,29.99,Cloudy,30,24
1,21,2,OO,PSC,-1,36,124,620,367,366,402,491,482,53,46,77,ESE,10,0,30.11,Cloudy,50,28
12,18,3,WN,ONT,74,14,85,363,565,639,653,650,716,55,49,80,SSE,15,0,29.96,Light Rain,36,43
12,16,1,AS,LAS,2,15,100,414,1045,1047,1062,1145,1139,53,36,52,ENE,10,0,30.27,Partly Cloudy,23,37
11,14,4,OO,PSP,26,34,90,421,1220,1246,1280,1310,1328,60,50,69,SSW,5,0,30.14,Mostly Cloudy,31,27
11,21,4,UA,TPA,-10,16,361,2393,415,405,421,596,578,56,42,60,E,3,0,29.86,Fair,37,51
11,14,4,B6,LGB,-6,27,93,354,405,399,426,498,484,57,48,72,SE,7,0,30.06,Cloudy,49,32
1,6,1,UA,KOA,-3,8,301,2367,808,805,813,1229,1218,51,40,66,SSW,3,0,30.36,Fair,31,35
1,10,5,AA,LAX,-5,26,97,337,497,492,518,594,581,50,42,74,ENE,5,0,30.34,Fair,38,52
11,10,7,UA,DEN,1,18,163,967,1135,1136,1154,1238,1231,52,48,86,WNW,8,0,30.0,Fair,23,41
1,4,6,OO,MSP,-1,17,285,1589,1154,1153,1170,1319,1310,54,46,75,W,12,0,30.41,Fair,22,38
11,22,5,UA,EWR,-11,14,381,2565,720,709,723,921,902,61,45,56,WNW,10,0,30.14,Fair,27,34
11,5,2,B6,JFK,-3,11,388,2586,410,407,418,618,607,58,52,81,ENE,5,0,30.06,Fair,43,23
11,24,7,WN,LAX,-6,11,85,337,1260,1254,1265,1345,1331,53,47,80,WNW,9,0,30.08,Partly Cloudy,35,28
1,23,4,AA,ORD,72,29,293,1846,1220,1292,1321,1393,17,55,52,89,WNW,9,0,30.16,Mostly Cloudy,6,11
1,22,3,OO,BUR,-6,19,97,326,980,974,993,1077,1063,56,48,75,N,6,0,30.22,Partly Cloudy,22,26
12,4,3,UA,FLL,-2,15,387,2584,480,478,493,687,677,56,50,80,NE,8,0,29.83,Cloudy,33,43
12,13,5,DL,ATL,22,15,341,2139,583,605,620,744,758,59,52,78,WSW,5,0,30.16,Mostly Cloudy,36,42
1,9,4,AS,SEA,0,17,136,679,900,900,917,1036,1028,54,43,66,NE,9,0,30.12,Partly Cloudy,23,28
1,20,1,WN,LAX,-6,8,85,337,1175,1169,1177,1260,1246,53,43,69,S,8,0,30.02,Partly Cloudy,30,41
1,16,4,AS,JFK,-1,25,410,2586,560,559,584,790,781,48,43,83,ESE,13,0,29.8,Cloudy,34,29
1,5,7,AS,LAS,-6,20,100,414,430,424,444,530,516,48,40,74,CALM,0,0,30.56,Fair,50,30
12,23,1,OO,MCI,-5,21,252,1499,1027,1022,1043,1159,1146,50,42,74,SW,9,0,29.85,Fair,25,37
1,15,3,OO,RDD,96,20,71,199,1088,1184,1204,1159,1247,50,40,68,S,7,0,29.93,Mostly Cloudy,31,39
1,1,3,WN,LAX,1,20,95,337,705,706,726,800,793,58,52,81,WNW,14,0,30.13,Mostly Cloudy,40,30
11,6,3,OO,DAL,10,15,254,1476,480,490,505,614,616,56,49,77,ENE,6,0,30.03,Mostly Cloudy,43,22
11,29,5,DL,LAX,1,13,96,337,629,630,643,725,718,50,40,68,W,16,0,29.84,Light Rain,32,37
12,6,5,DL,JFK,-5,25,422,2586,490,485,510,732,719,65,48,54,SE,20,0,29.93,Mostly Cloudy,38,42
1,18,6,UA,BOS,9,22,413,2704,495,504,526,728,729,52,40,63,SSE,5,0,30.3,Mostly Cloudy,35,36
11,8,5,UA,LIH,-12,16,307,2447,1330,1318,1334,317,297,55,49,80,SW,3,0,30.17,Fog,0,1
11,4,1,UA,SAN,-7,14,102,447,483,476,490,585,570,59,51,75,NNE,5,0,30.0,Fair,37,54
11,15,5,AS,ORD,-6,19,303,1846,1055,1049,1068,1238,1224,56,53,90,W,14,0,30.14,Cloudy,24,41
11,17,7,DL,ATL,7,26,331,2139,587,594,620,738,737,73,48,41,NNW,3,0,30.04,Fair,34,35
11,29,5,OO,EUG,-3,10,103,451,1102,1099,1109,1205,1194,47,41,80,SSE,7,0,29.95,Partly Cloudy,23,35
1,11,6,AA,LAX,8,16,93,337,420,428,444,513,513,52,46,80,WNW,6,0,30.29,Partly Cloudy,50,28
11,19,2,AA,DFW,-3,21,237,1464,770,767,788,887,876,60,50,69,W,28,37,29.69,Partly Cloudy / Windy,30,29
12,13,5,UA,LAS,-1,36,98,414,941,940,976,1039,1030,58,53,84,W,7,0,30.11,Cloudy,24,25
12,30,1,OO,PAE,11,14,126,710,733,744,758,859,862,56,47,72,W,17,0,30.1,Fair,28,34
12,24,2,UA,SAN,-5,17,103,447,965,960,977,1068,1055,53,39,59,WSW,5,0,29.9,Cloudy,13,22
12,22,7,UA,HNL,-5,25,295,2398,1320,1315,1340,295,282,55,40,57,ESE,12,0,29.63,Cloudy,0,2
1,9,4,OO,DAL,-4,16,260,1476,880,876,892,1020,1008,54,43,66,NE,9,0,30.12,Partly Cloudy,36,31
1,25,6,UA,LAX,-3,23,96,337,1020,1017,1040,1116,1105,62,54,75,WSW,10,0,30.07,Cloudy,14,29
11,25,1,UA,EWR,-1,26,389,2565,1260,1259,1285,29,20,51,38,61,W,13,0,30.07,Fair,10,6
12,6,5,DL,MSP,86,23,259,1589,706,792,815,845,923,61,49,64,SSE,17,28,29.93,Mostly Cloudy,24,35
12,12,4,UA,PHX,-9,18,129,651,831,822,840,900,883,59,57,93,NNE,6,0,30.25,Cloudy,30,32
1,18,6,OO,SUN,68,29,132,587,737,805,834,809,869,54,41,62,CALM,0,0,30.28,Partly Cloudy,26,28
1,26,7,UA,RDU,-6,22,375,2400,390,384,406,585,571,58,50,75,W,12,0,30.22,Mostly Cloudy,39,49
1,3,5,AS,BOS,20,16,419,2704,490,510,526,729,741,55,46,72,NE,6,0,30.19,Mostly Cloudy,38,39
12,23,1,F9,ATL,25,16,343,2139,532,557,573,695,712,51,42,71,ENE,3,0,29.89,Mostly Cloudy,35,36
1,5,7,DL,SLC,-4,18,137,599,1340,1336,1354,1417,1405,50,44,80,WNW,9,0,30.53,Fair,31,24
11,7,4,UA,DEN,-6,15,163,967,805,799,814,908,894,59,48,67,WNW,20,0,30.08,Haze,29,30
11,19,2,UA,IAH,-9,15,254,1635,1290,1281,1296,1424,1407,55,46,72,W,8,0,29.56,Mostly Cloudy,21,20
12,25,3,AS,LAS,-14,17,100,414,370,356,373,470,448,47,43,86,SSE,8,0,29.84,Mostly Cloudy,26,20
1,7,2,AS,SEA,2,23,135,679,1095,1097,1120,1230,1224,54,46,75,W,13,0,30.13,Mostly Cloudy,30,42
11,6,3,DL,LAX,-2,21,95,337,510,508,529,605,595,55,48,77,VAR,5,0,30.05,Haze,38,49
1,26,7,AS,PDX,-13,13,110,550,815,802,815,925,904,58,49,72,WNW,13,0,30.26,Mostly Cloudy,23,25
11,23,6,UA,IAD,50,13,360,2419,1200,1250,1263,1380,1422,53,46,77,WNW,8,0,30.18,Fair,23,20
1,15,3,OO,ONT,-3,22,99,363,445,442,464,544,533,45,40,82,CALM,0,0,30.1,Mostly Cloudy,52,26
12,23,1,AS,IAD,21,14,375,2419,440,461,475,635,648,50,44,80,CALM,0,0,29.92,Fair,41,24
1,6,1,F9,LAS,-5,19,110,414,769,764,783,879,866,58,44,60,N,3,0,30.4,Fair,28,34
11,19,2,OO,RDD,-1,20,73,199,365,364,384,438,429,55,51,86,W,28,37,29.79,Mostly Cloudy / Windy,23,23
12,3,2,OO,MFR,-16,30,86,329,848,832,862,934,910,59,52,78,CALM,0,0,29.96,Cloudy,22,34
12,14,6,UA,PDX,-7,9,113,550,472,465,474,585,570,56,45,67,W,20,0,30.09,Partly Cloudy,36,45
11,26,2,DL,MSP,-4,14,258,1589,920,916,930,1058,1046,48,41,77,ESE,17,0,29.65,Cloudy,22,25
12,26,4,DL,JFK,-1,20,416,2586,590,589,609,826,817,55,40,57,N,8,0,29.89,Fair,39,26
12,25,3,UA,AUS,-8,16,244,1504,1119,1111,1127,1243,1227,51,43,74,NNE,30,0,29.7,Cloudy / Windy,25,35
11,24,7,UA,ORD,-13,24,284,1846,975,962,986,1139,1118,55,45,69,WNW,18,0,30.07,Partly Cloudy,25,37
11,20,3,AA,DFW,2,23,242,1464,1140,1142,1165,1262,1256,56,35,45,W,9,0,29.6,Fair,25,38
1,27,1,UA,DEN,47,90,173,967,1035,1082,1172,1148,1187,55,49,80,W,8,0,30.37,Mostly Cloudy,23,31
12,30,1,UA,ORD,45,22,285,1846,841,886,908,1006,1043,54,45,72,W,10,0,30.09,Partly Cloudy,21,28
1,15,3,WN,LAX,-4,11,95,337,1030,1026,1037,1125,1113,50,41,71,S,9,0,29.95,Mostly Cloudy,26,36
11,30,6,AA,PHX,55,38,125,651,1265,1320,1358,1330,1377,56,46,69,SE,22,0,29.84,Cloudy / Windy,34,26
1,19,7,AA,JFK,-5,31,415,2586,1080,1075,1106,1315,1302,50,42,74,ENE,8,0,30.06,Cloudy,15,38
11,12,2,DL,ATL,0,15,327,2139,894,894,909,1041,1033,62,47,58,W,12,0,29.98,Mostly Cloudy,22,23
12,15,7,UA,DCA,-6,25,376,2442,1061,1055,1080,1257,1243,50,43,77,W,9,0,30.25,Partly Cloudy,24,39
1,5,7,UA,KOA,11,8,304,2367,1315,1326,1334,299,302,48,40,74,NW,6,0,30.48,Mostly Cloudy,6,2
12,25,3,F9,ATL,13,10,343,2139,532,545,555,695,700,50,44,80,ESE,10,0,29.79,Cloudy,32,36
12,18,3,UA,IAH,0,14,256,1635,449,449,463,585,577,52,49,89,ESE,13,0,30.02,Mostly Cloudy,33,45
1,19,7,AA,CLT,2,12,348,2296,955,957,969,1123,1117,52,43,71,CALM,0,0,30.05,Cloudy,21,36
12,17,2,OO,ACV,-7,6,76,250,480,473,479,556,541,50,40,68,CALM,0,0,30.24,Cloudy,32,47
11,12,2,OO,MRY,-8,6,52,77,880,872,878,932,916,70,48,46,W,8,0,29.99,Mostly Cloudy,22,32
1,21,2,OO,DAL,26,10,260,1476,1095,1121,1131,1235,1253,55,51,86,SE,8,0,30.13,Cloudy,29,41
11,21,4,AA,DFW,8,21,246,1464,551,559,580,677,677,60,45,57,NE,6,0,29.87,Fair,36,41
11,23,6,AA,DFW,1,33,236,1464,427,428,461,543,536,58,49,72,NNE,6,0,30.26,Fair,47,30
1,8,3,AS,LAS,-19,23,100,414,390,371,394,490,463,50,46,86,WNW,5,0,30.14,Partly Cloudy,27,24
12,1,7,AS,LAX,45,27,91,337,990,1035,1062,1081,1118,59,51,75,ESE,16,0,29.86,Cloudy,26,35
12,2,1,UA,MCO,3,29,362,2446,1066,1069,1098,1248,1243,56,51,84,SSE,3,0,30.09,Partly Cloudy,27,40
12,23,1,OO,DFW,93,23,260,1464,1175,1268,1291,1315,1400,50,43,77,W,10,0,29.87,Fair,34,21
11,12,2,UA,IAH,0,19,260,1635,1230,1230,1249,1370,1362,53,47,80,WNW,8,0,30.01,Partly Cloudy,26,24
11,4,1,AA,CLT,-2,15,347,2296,1224,1222,1237,1391,1381,50,47,89,W,9,0,30.0,Fair,26,24
12,16,1,AS,SAN,-3,23,99,447,850,847,870,949,938,55,39,55,CALM,0,0,30.27,Mostly Cloudy,24,34
12,6,5,UA,BOS,18,22,400,2704,505,523,545,725,735,65,48,54,SE,20,0,29.93,Mostly Cloudy,36,42
1,10,5,OO,BUR,-7,11,97,326,1068,1061,1072,1165,1150,51,43,74,W,10,0,30.29,Mostly Cloudy,23,30
1,25,6,WN,SAN,-6,11,100,447,870,864,875,970,956,61,54,78,WNW,8,0,30.07,Cloudy,19,27
1,21,2,AS,HNL,3,17,319,2398,1025,1028,1045,24,19,55,50,83,ENE,6,0,30.17,Mostly Cloudy,5,8
12,14,6,DL,LAX,-7,17,92,337,1250,1243,1260,1342,1327,50,44,80,NW,12,0,30.05,Light Rain,20,19
1,5,7,OO,SUN,-12,23,132,587,737,725,748,809,789,59,44,58,W,15,0,30.52,Fair,40,29
12,13,5,UA,LAS,57,26,98,414,700,757,783,798,847,60,52,75,SE,13,0,30.08,Cloudy,30,32
12,21,6,OO,RNO,6,13,85,192,735,741,754,820,818,59,45,60,E,10,0,29.9,Cloudy,38,25
12,27,5,AS,BOS,6,15,419,2704,490,496,511,729,727,53,42,66,NNE,5,0,30.05,Mostly Cloudy,38,39
12,28,6,UA,HNL,2,17,303,2398,1439,1,18,422,416,41,39,93,SSE,3,0,30.16,Fair,20,12
1,10,5,OO,ONT,-9,10,99,363,1150,1141,1151,1249,1232,52,42,69,WSW,6,0,30.29,Mostly Cloudy,30,39
1,17,5,DL,DTW,-2,9,330,2079,760,758,767,910,900,53,40,61,N,5,0,30.28,Mostly Cloudy,26,27
1,10,5,DL,SLC,-1,18,136,599,1335,1334,1352,1411,1402,51,43,74,SSW,5,0,30.29,Mostly Cloudy,21,20
12,2,1,AS,SEA,97,25,137,679,1285,1382,1407,1422,71,55,50,83,CALM,0,0,30.12,Fair,2,5
1,7,2,OO,BUR,-5,9,97,326,980,975,984,1077,1064,53,44,71,W,13,0,30.11,Partly Cloudy,23,25
1,22,3,UA,PDX,36,6,108,550,972,1008,1014,1080,1108,55,48,77,WNW,10,0,30.22,Partly Cloudy,26,36
11,16,6,OO,SBP,264,12,72,190,408,672,684,480,736,56,53,90,NNE,3,0,30.1,Fog,35,36
1,30,4,UA,EWR,-2,31,378,2565,900,898,929,1098,1088,55,51,86,W,13,0,30.23,Partly Cloudy,26,32
11,26,2,B6,BOS,-9,15,408,2704,540,531,546,768,751,52,39,61,WSW,9,0,29.89,Cloudy,35,41
11,15,5,UA,SAN,-5,23,102,447,375,370,393,477,464,58,50,75,CALM,0,0,30.19,Mostly Cloudy,25,26
1,27,1,OO,BUR,6,9,97,326,980,986,995,1077,1075,55,49,80,W,14,0,30.37,Partly Cloudy,21,27
1,27,1,DL,JFK,5,21,406,2586,420,425,446,646,643,56,50,80,ENE,5,0,30.42,Mostly Cloudy,42,17
12,17,2,AS,JFK,520,24,407,2586,690,1210,1234,917,1429,51,41,68,VAR,3,0,29.99,Light Rain,22,16
1,30,4,OO,SLC,-1,19,139,599,1020,1019,1038,1099,1090,55,51,86,W,13,0,30.23,Partly Cloudy,26,32
11,5,2,UA,DEN,-13,22,163,967,1350,1337,1359,13,1432,50,47,89,W,9,0,30.0,Fair,22,17
1,18,6,WN,BUR,-1,9,90,326,560,559,568,650,641,49,40,71,E,7,0,30.37,Mostly Cloudy,40,14
1,4,6,AA,ORD,92,14,295,1846,1021,1113,1127,1196,1280,54,46,75,W,12,0,30.41,Fair,22,38
1,18,6,OO,LAX,-2,20,86,337,1325,1323,1343,1411,1401,50,38,63,ESE,7,0,30.27,Cloudy,20,8
12,25,3,UA,BWI,-5,13,378,2457,450,445,458,648,635,50,43,77,ESE,9,0,29.83,Cloudy,43,20
11,8,5,OO,SLC,-5,18,146,599,393,388,406,479,466,52,50,93,S,7,0,30.19,Fog,23,26
12,17,2,OO,SAN,-7,25,100,447,580,573,598,680,665,53,39,59,NE,5,0,30.17,Cloudy,34,41
1,24,5,DL,LAX,-5,14,92,337,1182,1177,1191,1274,1261,55,53,93,WNW,9,0,30.14,Cloudy,19,42
1,20,1,UA,SAN,-8,23,105,447,375,367,390,480,464,49,41,74,S,3,0,30.03,Cloudy,27,26
1,16,4,DL,SLC,125,24,145,599,494,619,643,579,696,47,42,83,ESE,18,0,29.79,Cloudy,33,42
1,6,1,DL,MSP,-1,12,265,1589,704,703,715,849,840,58,44,60,N,3,0,30.4,Fair,28,34
1,27,1,WN,MDW,2,9,305,1855,1110,1112,1121,1295,1289,53,48,83,WSW,8,0,30.38,Partly Cloudy,18,41
11,6,3,UA,EWR,11,25,370,2565,1080,1091,1116,1270,1273,50,48,93,WNW,13,0,30.01,Fair,22,47
11,13,3,UA,PDX,-14,10,107,550,702,688,698,809,787,61,50,67,NW,9,0,29.95,Mostly Cloudy,42,28
12,9,1,WN,DEN,4,24,175,967,360,364,388,475,471,51,50,96,SE,5,0,30.18,Fog,25,21
1,15,3,AS,SEA,19,14,138,679,1320,1339,1353,18,29,50,39,66,ESE,10,0,29.89,Mostly Cloudy,5,8
1,29,3,OO,TUS,-12,11,156,751,1090,1078,1089,1186,1166,54,47,77,W,18,0,30.2,Partly Cloudy,19,30
